2022;;;
name_;code_;male_;female_
Wien 4.,Wieden;<90401>;16051;16956
Wien 5.,Margareten;<90501>;26669;27062
Wien 6.,Mariahilf;<90601>;15044;15914
Wien 7.,Neubau;<90701>;15208;16118
Wien 8.,Josefstadt;<90801>;11945;12244
Wien 9.,Alsergrund;<90901>;19767;21615
Wien 10.,Favoriten;<91001>;106976;105279
Wien 11.,Simmering;<91101>;52333;53745
Wien 12.,Meidling;<91201>;48366;49543
Wien 13.,Hietzing;<91301>;25265;28694
Wien 14.,Penzing;<91401>;45256;47733
Wien 15.,Rudolfsheim-Fünfhaus;<91501>;38436;37199
Wien 16.,Ottakring;<91601>;50905;50733
Wien 17.,Hernals;<91701>;27492;28522
Wien 18.,Währing;<91801>;23761;27104
Wien 19.,Döbling;<91901>;34636;39237
Wien 20.,Brigittenau;<92001>;42087;42384
Wien 21.,Floridsdorf;<92101>;86909;91276
Wien 22.,Donaustadt;<92201>;98091;105732
Wien 23.,Liesing;<92301>;55142;60032
Klagenfurt am Wörther See;<20101>;48808;53810
Villach;<20201>;30967;33104
Ebenthal in Kärnten;<20402>;4017;4120
Feistritz im Rosental;<20403>;1240;1305
Ferlach;<20405>;3613;3640
Grafenstein;<20409>;1486;1562
Keutschach am See;<20412>;1166;1239
Köttmannsdorf;<20414>;1589;1540
Krumpendorf am Wörthersee;<20415>;1656;1846
Ludmannsdorf;<20416>;919;899
Magdalensberg;<20442>;1804;1846
Maria Rain;<20417>;1328;1352
Maria Saal;<20418>;1942;2005
Maria Wörth;<20419>;731;878
Moosburg;<20421>;2194;2337
Poggersdorf;<20425>;1621;1643
Pörtschach am Wörther See;<20424>;1392;1477
St. Margareten im Rosental;<20428>;541;551
Schiefling am See;<20432>;1339;1316
Techelsberg am Wörther See;<20435>;1118;1122
Zell;<20441>;317;280
Afritz am See;<20701>;691;731
Arnoldstein;<20702>;3423;3594
Arriach;<20703>;667;650
Bad Bleiberg;<20705>;1078;1098
Feistritz an der Gail;<20707>;318;337
Feld am See;<20708>;538;533
Ferndorf;<20710>;1023;1017
Finkenstein am Faaker See;<20711>;4646;4639
Fresach;<20712>;620;636
Hohenthurn;<20713>;415;457
Nötsch im Gailtal;<20719>;1140;1179
Paternion;<20720>;2800;3015
Rosegg;<20721>;942;949
St. Jakob im Rosental;<20722>;2123;2138
Stockenboi;<20723>;791;798
Treffen am Ossiacher See;<20724>;2263;2353
Velden am Wörther See;<20725>;4413;4738
Weißenstein;<20726>;1496;1444
Wernberg;<20727>;2724;2868
Dellach;<20302>;608;593
Gitschtal;<20320>;611;624
Hermagor-Pressegger See;<20305>;3394;3527
Kirchbach;<20306>;1257;1246
Kötschach-Mauthen;<20307>;1622;1688
Lesachtal;<20321>;658;618
St. Stefan im Gailtal;<20316>;778;806
Bad Kleinkirchheim;<20601>;806;858
Baldramsdorf;<20602>;888;947
Berg im Drautal;<20603>;621;616
Dellach im Drautal;<20604>;793;790
Flattach;<20607>;586;601
Gmünd in Kärnten;<20608>;1230;1304
Greifenburg;<20609>;864;857
Großkirchheim;<20605>;654;662
Heiligenblut am Großglockner;<20610>;485;481
Irschen;<20611>;1006;954
Kleblach-Lind;<20613>;591;571
Krems in Kärnten;<20642>;848;785
Lendorf;<20616>;868;857
Lurnfeld;<20643>;1289;1366
Mallnitz;<20618>;356;400
Malta;<20619>;927;999
Millstatt am See;<20620>;1682;1784
Mörtschach;<20622>;430;388
Mühldorf;<20624>;473;527
Oberdrauburg;<20625>;598;578
Obervellach;<20627>;1091;1113
Radenthein;<20630>;2772;2980
Rangersdorf;<20631>;833;865
Reißeck;<20644>;1067;1029
Rennweg am Katschberg;<20632>;847;877
Sachsenburg;<20633>;680;689
Seeboden am Millstätter See;<20634>;3180;3428
Spittal an der Drau;<20635>;7172;7979
Stall;<20636>;758;723
Steinfeld;<20637>;997;1024
Trebesing;<20638>;619;541
Weißensee;<20639>;370;396
Winklern;<20640>;598;601
Albeck;<21001>;488;518
Feldkirchen in Kärnten;<21002>;6973;7311
Glanegg;<21003>;937;846
Gnesau;<21004>;537;489
Himmelberg;<21005>;1170;1134
Ossiach;<21006>;415;457
Reichenau;<21007>;899;866
St. Urban;<21008>;791;724
Steindorf am Ossiacher See;<21009>;1862;1891
Steuerberg;<21010>;798;784
Althofen;<20501>;2318;2384
Brückl;<20502>;1338;1381
Deutsch-Griffen;<20503>;452;402
Eberstein;<20504>;616;614
Frauenstein;<20534>;1754;1796
Friesach;<20505>;2338;2555
Glödnitz;<20506>;432;393
Gurk;<20508>;602;597
Guttaring;<20509>;765;731
Hüttenberg;<20511>;676;636
Kappel am Krappfeld;<20512>;976;985
Klein St. Paul;<20513>;881;864
Liebenfels;<20515>;1698;1690
Metnitz;<20518>;968;923
Micheldorf;<20519>;489;504
Mölbling;<20520>;686;652
St. Georgen am Längsee;<20523>;1745;1819
St. Veit an der Glan;<20527>;5778;6454
Straßburg;<20530>;975;1023
Weitensfeld im Gurktal;<20531>;1009;999
Bleiburg;<20801>;2089;2038
Diex;<20802>;418;367
Eberndorf;<20803>;2930;2989
Eisenkappel-Vellach;<20804>;1095;1098
Feistritz ob Bleiburg;<20805>;1106;1076
Gallizien;<20806>;879;879
Globasnitz;<20807>;805;778
Griffen;<20808>;1706;1700
Neuhaus;<20810>;484;531
Ruden;<20812>;757;759
St. Kanzian am Klopeiner See;<20813>;2234;2330
Sittersdorf;<20815>;956;997
Völkermarkt;<20817>;5326;5578
Bad St. Leonhard im Lavanttal;<20901>;2188;2105
Frantschach-St. Gertraud;<20905>;1245;1242
Lavamünd;<20909>;1452;1389
Preitenegg;<20911>;458;451
Reichenfels;<20912>;872;877
St. Andrä;<20913>;4932;4882
St. Georgen im Lavanttal;<20914>;962;981
St. Paul im Lavanttal;<20918>;1584;1620
Wolfsberg;<20923>;12363;12693
Graz;<60101>;145053;147577
Deutschfeistritz;<60659>;2196;2256
Dobl-Zwaring;<60660>;1864;1841
Eggersdorf bei Graz;<60661>;3519;3490
Feldkirchen bei Graz;<60608>;3547;3586
Fernitz-Mellach;<60662>;2379;2532
Frohnleiten;<60663>;3187;3337
Gössendorf;<60611>;2097;2118
Gratkorn;<60613>;4195;4179
Gratwein-Straßengel;<60664>;6278;6501
Hart bei Graz;<60617>;2654;2760
Haselsdorf-Tobelbad;<60618>;787;794
Hausmannstätten;<60619>;1819;1882
Hitzendorf;<60665>;3640;3656
Kainbach bei Graz;<60623>;1477;1383
Kalsdorf bei Graz;<60624>;4011;4062
Kumberg;<60626>;1920;1975
Laßnitzhöhe;<60628>;1357;1438
Lieboch;<60629>;2630;2827
Nestelbach bei Graz;<60666>;1342;1391
Peggau;<60632>;1176;1191
Raaba-Grambach;<60667>;2304;2418
Sankt Bartholomä;<60639>;725;743
Sankt Marein bei Graz;<60668>;1865;1880
Sankt Oswald bei Plankenwarth;<60641>;628;649
Sankt Radegund bei Graz;<60642>;1056;1104
Seiersberg-Pirka;<60669>;5891;6081
Semriach;<60645>;1666;1613
Stattegg;<60646>;1466;1541
Stiwoll;<60647>;344;367
Thal;<60648>;1190;1230
Übelbach;<60651>;1063;1021
Unterpremstätten-Zettling;<60670>;3315;3295
Vasoldsberg;<60653>;2352;2379
Weinitzen;<60654>;1376;1370
Werndorf;<60655>;1256;1298
Wundschuh;<60656>;832;820
Admont;<61253>;2368;2589
Aich;<61254>;655;660
Aigen im Ennstal;<61203>;1355;1367
Altaussee;<61204>;911;938
Altenmarkt bei Sankt Gallen;<61205>;392;417
Ardning;<61206>;617;666
Bad Aussee;<61207>;2363;2590
Bad Mitterndorf;<61255>;2463;2467
Gaishorn am See;<61256>;637;675
Gröbming;<61213>;1504;1608
Grundlsee;<61215>;554;602
Haus;<61217>;1226;1239
Irdning-Donnersbachtal;<61257>;2011;2121
Landl;<61258>;1279;1283
Lassing;<61222>;831;867
Liezen;<61259>;3974;4271
Michaelerberg-Pruggern;<61260>;611;596
Mitterberg-Sankt Martin;<61261>;965;952
Öblarn;<61262>;984;1000
Ramsau am Dachstein;<61236>;1387;1474
Rottenmann;<61263>;2559;2566
Sankt Gallen;<61264>;886;900
Schladming;<61265>;3155;3383
Selzthal;<61243>;783;729
Sölk;<61266>;755;726
Stainach-Pürgg;<61267>;1310;1456
Trieben;<61247>;1649;1695
Wildalpen;<61251>;221;217
Wörschach;<61252>;566;584
Eisenerz;<61101>;1715;1894
Kalwang;<61105>;437;517
Kammern im Liesingtal;<61106>;799;815
Kraubath an der Mur;<61107>;651;675
Leoben;<61108>;12316;12098
Mautern in Steiermark;<61109>;831;871
Niklasdorf;<61110>;1141;1214
Proleb;<61111>;755;837
Radmer;<61112>;247;251
Sankt Michael in Obersteiermark;<61113>;1509;1556
Sankt Peter-Freienstein;<61114>;1145;1179
Sankt Stefan ob Leoben;<61115>;913;938
Traboch;<61116>;699;717
Trofaiach;<61120>;5337;5643
Vordernberg;<61118>;448;441
Wald am Schoberpaß;<61119>;270;272
Aflenz ;<62138>;1199;1243
Breitenau am Hochlantsch;<62105>;822;780
Bruck an der Mur;<62139>;7611;8109
Kapfenberg;<62140>;10857;11281
Kindberg;<62141>;4058;4139
Krieglach;<62115>;2620;2751
Langenwang;<62116>;1908;1969
Mariazell;<62142>;1751;1867
Mürzzuschlag;<62143>;3947;4209
Neuberg an der Mürz;<62144>;1224;1132
Pernegg an der Mur;<62125>;1228;1265
Sankt Barbara im Mürztal;<62145>;3192;3325
Sankt Lorenzen im Mürztal;<62128>;1862;1860
Sankt Marein im Mürztal;<62146>;1414;1457
Spital am Semmering;<62131>;921;824
Stanz im Mürztal;<62132>;938;883
Thörl;<62147>;1108;1099
Tragöß-Sankt Katharein;<62148>;890;928
Turnau;<62135>;762;809
Albersdorf-Prebuch;<61701>;1127;1142
Anger;<61756>;1985;1976
Birkfeld;<61757>;2456;2516
Fischbach;<61708>;785;739
Fladnitz an der Teichalm;<61758>;900;884
Floing;<61710>;597;612
Gasen;<61711>;442;430
Gersdorf an der Feistritz;<61759>;890;869
Gleisdorf;<61760>;5469;5731
Gutenberg;<61761>;818;812
Hofstätten an der Raab;<61719>;1158;1171
Ilztal;<61762>;1096;1094
Ludersdorf-Wilfersdorf;<61727>;1248;1266
Markt Hartmannsdorf;<61716>;1480;1487
Miesenbach bei Birkfeld;<61728>;337;322
Mitterdorf an der Raab;<61729>;1061;1069
Mortantsch;<61730>;1114;1117
Naas;<61731>;673;667
Passail;<61763>;2233;2195
Pischelsdorf am Kulm;<61764>;1846;1841
Puch bei Weiz;<61740>;1047;999
Ratten;<61741>;545;528
Rettenegg;<61743>;366;338
St. Kathrein am Hauenstein;<61744>;320;302
Sankt Kathrein am Offenegg;<61745>;558;503
St. Margarethen an der Raab;<61746>;2086;2072
Sankt Ruprecht an der Raab;<61765>;2788;2763
Sinabelkirchen;<61748>;2263;2191
Strallegg;<61750>;963;940
Thannhausen;<61751>;1223;1269
Weiz;<61766>;5731;6060
Bad Blumau;<62202>;797;787
Bad Waltersdorf;<62264>;1978;1951
Buch-St. Magdalena;<62205>;1119;1065
Burgau;<62206>;523;540
Dechantskirchen;<62265>;1020;997
Ebersdorf;<62209>;632;650
Feistritztal;<62266>;1220;1205
Friedberg;<62211>;1303;1349
Fürstenfeld;<62267>;4187;4587
Grafendorf bei Hartberg;<62268>;1606;1583
Greinbach;<62214>;963;930
Großsteinbach;<62216>;646;636
Großwilfersdorf;<62269>;1041;1068
Hartberg;<62219>;3142;3632
Hartberg Umgebung;<62220>;1142;1057
Hartl;<62270>;1062;1055
Ilz;<62271>;1860;1871
Kaindorf;<62272>;1517;1505
Lafnitz;<62226>;770;689
Bad Loipersdorf;<62273>;924;894
Neudau;<62274>;756;740
Ottendorf an der Rittschein;<62232>;799;796
Pinggau;<62233>;1612;1523
Pöllau;<62275>;2947;3011
Pöllauberg;<62235>;1037;993
Rohr bei Hartberg;<62276>;706;699
Rohrbach an der Lafnitz;<62277>;1313;1327
Sankt Jakob im Walde;<62242>;525;503
Sankt Johann in der Haide;<62244>;1086;1141
Sankt Lorenzen am Wechsel;<62245>;724;695
Schäffern;<62247>;682;658
Söchau;<62252>;692;769
Stubenberg;<62256>;1073;1132
Vorau;<62278>;2312;2338
Waldbach-Mönichwald;<62279>;721;714
Wenigzell;<62262>;740;657
Bad Gleichenberg;<62375>;2518;2677
Bad Radkersburg;<62376>;1498;1680
Deutsch Goritz;<62377>;883;894
Edelsbach bei Feldbach;<62311>;663;691
Eichkögl;<62314>;695;665
Fehring;<62378>;3534;3616
Feldbach;<62379>;6475;6862
Gnas;<62380>;3014;2976
Halbenrain;<62326>;860;868
Jagerberg;<62330>;825;804
Kapfenstein;<62332>;765;773
Kirchbach in der Steiermark;<62381>;1639;1605
Kirchberg an der Raab;<62382>;2261;2303
Klöch;<62335>;589;568
Mettersdorf am Saßbach;<62343>;695;666
Mureck;<62383>;1746;1708
Paldau;<62384>;1543;1599
Pirching am Traubenberg;<62385>;1260;1289
Riegersburg;<62386>;2529;2415
Sankt Anna am Aigen;<62387>;1186;1171
Sankt Peter am Ottersbach;<62388>;1465;1444
Sankt Stefan im Rosental;<62389>;1947;1885
Straden;<62390>;1765;1727
Tieschen;<62368>;616;585
Unterlamm;<62372>;624;630
Bad Schwanberg;<60349>;2220;2251
Deutschlandsberg;<60344>;5661;6015
Eibiswald;<60345>;3202;3163
Frauental an der Laßnitz;<60305>;1514;1526
Groß Sankt Florian;<60346>;2055;2069
Lannach;<60318>;1853;1794
Pölfing-Brunn;<60323>;783;819
Preding;<60324>;954;951
Sankt Josef (Weststeiermark);<60326>;836;857
Sankt Martin im Sulmtal;<60347>;1540;1538
Sankt Peter im Sulmtal;<60329>;630;610
Sankt Stefan ob Stainz;<60348>;1811;1785
Stainz;<60350>;4221;4465
Wettmannstätten;<60341>;833;829
Wies;<60351>;2149;2103
Allerheiligen bei Wildon;<61001>;763;834
Arnfels;<61002>;476;487
Ehrenhausen an der Weinstraße;<61049>;1214;1265
Empersdorf;<61007>;752;671
Gabersdorf;<61008>;649;643
Gamlitz;<61050>;1616;1588
Gleinstätten;<61051>;1336;1430
Gralla;<61012>;1346;1386
Großklein;<61013>;1127;1139
Heiligenkreuz am Waasen;<61052>;1434;1430
Heimschuh;<61016>;969;1016
Hengsberg;<61017>;765;732
Kitzeck im Sausal;<61019>;588;595
Lang;<61020>;686;665
Lebring-Sankt Margarethen;<61021>;1071;1117
Leibnitz;<61053>;6272;6616
Leutschach an der Weinstraße;<61054>;1788;1773
Oberhaag;<61024>;1079;998
Ragnitz;<61027>;773;755
Sankt Andrä-Höch;<61030>;882;821
Sankt Georgen an der Stiefing;<61055>;787;814
Sankt Johann im Saggautal;<61032>;1016;990
Sankt Nikolai im Sausal;<61033>;1173;1149
Sankt Veit in der Südsteiermark;<61060>;2253;2176
Schwarzautal;<61057>;1149;1166
Straß in Steiermark;<61061>;3182;3126
Tillmitsch;<61043>;1811;1802
Wagna;<61045>;3109;3356
Wildon;<61059>;2732;2857
Bärnbach;<61626>;2834;2944
Edelschrott;<61627>;847;812
Geistthal-Södingberg;<61628>;748;741
Hirschegg-Pack;<61629>;503;491
Kainach bei Voitsberg;<61630>;795;804
Köflach;<61631>;4634;5039
Krottendorf-Gaisfeld;<61611>;1272;1193
Ligist;<61612>;1588;1667
Maria Lankowitz;<61632>;1331;1428
Mooskirchen;<61615>;1062;1123
Rosental an der Kainach;<61618>;795;780
Sankt Martin am Wöllmißberg;<61621>;413;394
Söding-Sankt Johann;<61633>;2049;2114
Stallhofen;<61624>;1572;1611
Voitsberg;<61625>;4555;4900
Krakau;<61437>;713;670
Mühlen;<61410>;454;432
Murau;<61438>;1613;1819
Neumarkt in der Steiermark;<61439>;2379;2487
Niederwölz;<61413>;288;303
Oberwölz ;<61440>;1480;1459
Ranten;<61441>;574;556
Sankt Georgen am Kreischberg;<61442>;842;861
Sankt Lambrecht;<61443>;858;884
St. Peter am Kammersberg;<61425>;1003;999
Scheifling;<61444>;1052;1090
Schöder;<61428>;459;458
Stadl-Predlitz;<61445>;847;818
Teufenbach-Katsch;<61446>;931;923
Fohnsdorf;<62007>;3621;3937
Gaal;<62008>;655;663
Großlobming;<62039>;929;931
Hohentauern;<62010>;190;190
Judenburg;<62040>;4590;4967
Knittelfeld;<62041>;6257;6346
Kobenz;<62014>;945;986
Obdach;<62042>;1885;1898
Pöls-Oberkurzheim;<62043>;1460;1462
Pölstal;<62044>;1233;1282
Pusterwald;<62021>;229;201
Sankt Georgen ob Judenburg;<62026>;427;433
Sankt Marein-Feistritz;<62045>;1042;1015
Sankt Margarethen bei Knittelfeld;<62046>;1332;1333
Sankt Peter ob Judenburg;<62032>;531;538
Seckau;<62034>;657;651
Spielberg;<62047>;2658;2692
Unzmarkt-Frauenburg;<62036>;621;649
Weißkirchen in Steiermark;<62048>;2387;2460
Zeltweg;<62038>;3518;3444
Altheim;<40401>;2473;2534
Aspach;<40402>;1337;1270
Auerbach;<40403>;390;380
Braunau am Inn;<40404>;8730;8756
Burgkirchen;<40405>;1388;1339
Eggelsberg;<40406>;1350;1307
Feldkirchen bei Mattighofen;<40407>;1036;1064
Franking;<40408>;494;520
Geretsberg;<40409>;598;573
Gilgenberg am Weilhart;<40410>;681;678
Haigermoos;<40411>;329;308
Handenberg;<40412>;686;650
Helpfau-Uttendorf;<40413>;1945;1807
Hochburg-Ach;<40414>;1683;1659
Höhnhart;<40415>;744;719
Jeging;<40416>;351;359
Kirchberg bei Mattighofen;<40417>;603;609
Lengau;<40418>;2512;2463
Lochen am See;<40419>;1461;1465
Maria Schmolln;<40420>;706;736
Mattighofen;<40421>;3583;3656
Mauerkirchen;<40422>;1291;1362
Mining;<40423>;632;627
Moosbach;<40424>;582;541
Moosdorf;<40425>;873;882
Munderfing;<40426>;1508;1513
Neukirchen an der Enknach;<40427>;1139;1127
Ostermiething;<40428>;1651;1703
Palting;<40429>;572;580
Perwang am Grabensee;<40430>;559;516
Pfaffstätt;<40431>;633;583
Pischelsdorf am Engelbach;<40432>;891;822
Polling im Innkreis;<40433>;496;502
Roßbach;<40434>;439;453
St. Georgen am Fillmannsbach;<40435>;229;221
St. Johann am Walde;<40436>;1025;1020
St. Pantaleon;<40437>;1613;1594
St. Peter am Hart;<40438>;1207;1252
St. Radegund;<40439>;324;313
St. Veit im Innkreis;<40440>;211;197
Schalchen;<40441>;2081;2041
Schwand im Innkreis;<40442>;523;497
Tarsdorf;<40443>;1076;1039
Treubach;<40444>;382;364
Überackern;<40445>;363;331
Weng im Innkreis;<40446>;712;708
Aistersheim;<40801>;483;481
Bad Schallerbach;<40802>;2112;2216
Eschenau im Hausruckkreis;<40804>;552;499
Gallspach;<40805>;1442;1382
Gaspoltshofen;<40806>;1818;1804
Geboltskirchen;<40807>;740;719
Grieskirchen;<40808>;2398;2631
Haag am Hausruck;<40809>;1133;1122
Heiligenberg;<40810>;347;352
Hofkirchen an der Trattnach;<40811>;859;826
Kallham;<40812>;1242;1217
Kematen am Innbach;<40813>;735;700
Meggenhofen;<40814>;796;768
Michaelnbach;<40815>;675;613
Natternbach;<40816>;1158;1134
Neukirchen am Walde;<40817>;803;830
Neumarkt im Hausruckkreis;<40818>;748;721
Peuerbach;<40835>;2348;2326
Pollham;<40821>;501;473
Pötting;<40820>;271;285
Pram;<40822>;871;864
Rottenbach;<40823>;555;551
St. Agatha;<40824>;1097;1035
St. Georgen bei Grieskirchen;<40825>;657;675
St. Thomas;<40826>;291;283
Schlüßlberg;<40827>;1490;1543
Steegen;<40828>;557;529
Taufkirchen an der Trattnach;<40829>;979;993
Tollet;<40830>;467;469
Waizenkirchen;<40831>;1885;1909
Wallern an der Trattnach;<40832>;1538;1572
Weibern;<40833>;856;856
Wendling;<40834>;449;429
Andrichsfurt;<41201>;397;393
Antiesenhofen;<41202>;531;538
Aurolzmünster;<41203>;1539;1602
Eberschwang;<41204>;1724;1720
Eitzing;<41205>;438;437
Geiersberg;<41206>;243;262
Geinberg;<41207>;719;719
Gurten;<41208>;602;588
Hohenzell;<41209>;1170;1118
Kirchdorf am Inn;<41210>;328;313
Kirchheim im Innkreis;<41211>;389;364
Lambrechten;<41212>;670;627
Lohnsburg am Kobernaußerwald;<41213>;1089;1107
Mehrnbach;<41214>;1167;1178
Mettmach;<41215>;1200;1189
Mörschwang;<41216>;177;159
Mühlheim am Inn;<41217>;335;344
Neuhofen im Innkreis;<41218>;1245;1253
Obernberg am Inn;<41219>;829;826
Ort im Innkreis;<41220>;699;633
Pattigham;<41221>;533;519
Peterskirchen;<41222>;331;329
Pramet;<41223>;520;493
Reichersberg;<41224>;817;783
Ried im Innkreis;<41225>;6081;6351
St. Georgen bei Obernberg am Inn;<41226>;285;260
St. Marienkirchen am Hausruck;<41227>;455;450
St. Martin im Innkreis;<41228>;1062;1070
Schildorn;<41229>;613;607
Senftenbach;<41230>;407;379
Taiskirchen im Innkreis;<41231>;1211;1189
Tumeltsham;<41232>;778;797
Utzenaich;<41233>;817;805
Waldzell;<41234>;1161;1116
Weilbach;<41235>;314;299
Wippenham;<41236>;283;276
Altschwendt;<41401>;356;362
Andorf;<41402>;2587;2600
Brunnenthal;<41403>;1057;1043
Diersbach;<41404>;779;753
Dorf an der Pram;<41405>;517;560
Eggerding;<41406>;696;665
Engelhartszell;<41407>;459;463
Enzenkirchen;<41408>;931;867
Esternberg;<41409>;1425;1426
Freinberg;<41410>;694;727
Kopfing im Innkreis;<41411>;997;977
Mayrhof;<41412>;164;153
Münzkirchen;<41413>;1288;1276
Raab;<41414>;1137;1134
Rainbach im Innkreis;<41415>;759;775
Riedau;<41416>;1036;1020
St. Aegidi;<41417>;781;756
St. Florian am Inn;<41418>;1545;1597
St. Marienkirchen bei Schärding;<41419>;975;991
St. Roman;<41420>;883;872
St. Willibald;<41421>;567;551
Schardenberg;<41423>;1231;1229
Schärding;<41422>;2492;2723
Sigharting;<41424>;432;411
Suben;<41425>;930;611
Taufkirchen an der Pram;<41426>;1453;1437
Vichtenstein;<41427>;303;317
Waldkirchen am Wesen;<41428>;602;571
Wernstein am Inn;<41429>;782;765
Zell an der Pram;<41430>;1003;1004
Linz;<40101>;101133;106114
Wels;<40301>;31361;31820
Alkoven;<40501>;3056;3048
Aschach an der Donau;<40502>;1099;1110
Eferding;<40503>;2039;2232
Fraham;<40504>;1249;1205
Haibach ob der Donau;<40505>;678;610
Hartkirchen;<40506>;1970;2036
Hinzenbach;<40507>;1020;1058
Prambachkirchen;<40508>;1507;1466
Pupping;<40509>;919;887
St. Marienkirchen an der Polsenz;<40510>;1193;1134
Scharten;<40511>;1151;1131
Stroheim;<40512>;810;814
Allhaming;<41001>;631;617
Ansfelden;<41002>;8932;8816
Asten;<41003>;3459;3363
Eggendorf im Traunkreis;<41004>;566;552
Enns;<41005>;6000;6025
Hargelsberg;<41006>;698;728
Hofkirchen im Traunkreis;<41008>;1027;1013
Hörsching;<41007>;3143;3243
Kematen an der Krems;<41009>;1529;1522
Kirchberg-Thening;<41010>;1252;1317
Kronstorf;<41011>;1767;1806
Leonding;<41012>;13911;15056
Neuhofen an der Krems;<41014>;3289;3458
Niederneukirchen;<41015>;1064;1056
Oftering;<41016>;1049;1073
Pasching;<41017>;3894;3793
Piberbach;<41018>;927;942
Pucking;<41019>;2112;2042
St. Florian;<41013>;3075;3203
St. Marien;<41020>;2455;2448
Traun;<41021>;12483;12443
Wilhering;<41022>;2923;2909
Alberndorf in der Riedmark;<41601>;2119;2079
Altenberg bei Linz;<41602>;2366;2330
Eidenberg;<41604>;1079;1011
Engerwitzdorf;<41605>;4519;4535
Feldkirchen an der Donau;<41606>;2691;2735
Gallneukirchen;<41607>;3212;3411
Goldwörth;<41608>;403;380
Gramastetten;<41609>;2555;2567
Hellmonsödt;<41611>;1160;1204
Herzogsdorf;<41612>;1400;1305
Kirchschlag bei Linz;<41613>;1125;1086
Lichtenberg;<41614>;1422;1422
Ottensheim;<41617>;2306;2494
Puchenau;<41618>;2142;2418
St. Gotthard im Mühlkreis;<41621>;666;669
Sonnberg im Mühlkreis;<41623>;541;553
Steyregg;<41624>;2624;2496
Walding;<41626>;2084;2189
Aichkirchen;<41801>;325;310
Bachmanning;<41802>;367;357
Bad Wimsbach-Neydharting;<41803>;1297;1252
Buchkirchen;<41804>;2005;1996
Eberstalzell;<41805>;1425;1426
Edt bei Lambach;<41806>;1166;1176
Fischlham;<41807>;653;687
Gunskirchen;<41808>;3247;3184
Holzhausen;<41809>;526;494
Krenglbach;<41810>;1575;1634
Lambach;<41811>;1849;1893
Marchtrenk;<41812>;7284;7152
Neukirchen bei Lambach;<41813>;478;481
Offenhausen;<41814>;870;845
Pennewang;<41815>;479;478
Pichl bei Wels;<41816>;1480;1484
Sattledt;<41817>;1349;1344
Schleißheim;<41818>;690;721
Sipbachzell;<41819>;1114;1097
Stadl-Paura;<41820>;2429;2587
Steinerkirchen an der Traun;<41821>;1254;1195
Steinhaus;<41822>;1234;1269
Thalheim bei Wels;<41823>;2655;2856
Weißkirchen an der Traun;<41824>;1831;1739
Bad Zell;<40627>;1494;1482
Freistadt;<40601>;3849;4123
Grünbach;<40602>;970;914
Gutau;<40603>;1395;1331
Hagenberg im Mühlkreis;<40604>;1429;1385
Hirschbach im Mühlkreis;<40605>;585;584
Kaltenberg;<40606>;326;279
Kefermarkt;<40607>;1103;1073
Königswiesen;<40608>;1558;1525
Lasberg;<40609>;1438;1463
Leopoldschlag;<40610>;516;476
Liebenau;<40611>;833;742
Neumarkt im Mühlkreis;<40612>;1597;1578
Pierbach;<40613>;532;493
Pregarten;<40614>;2757;2808
Rainbach im Mühlkreis;<40615>;1533;1470
Sandl;<40616>;719;648
St. Leonhard bei Freistadt;<40617>;703;651
St. Oswald bei Freistadt;<40618>;1507;1415
Schönau im Mühlkreis;<40619>;991;961
Tragwein;<40620>;1614;1519
Unterweißenbach;<40621>;1078;1058
Unterweitersdorf;<40622>;1125;1062
Waldburg;<40623>;710;715
Wartberg ob der Aist;<40624>;2222;2183
Weitersfelden;<40625>;542;506
Windhaag bei Freistadt;<40626>;808;785
Allerheiligen im Mühlkreis;<41101>;650;606
Arbing;<41102>;800;753
Bad Kreuzen;<41108>;1151;1162
Baumgartenberg;<41103>;866;939
Dimbach;<41104>;504;465
Grein;<41105>;1407;1506
Katsdorf;<41106>;1593;1651
Klam;<41107>;488;467
Langenstein;<41109>;1272;1263
Luftenberg an der Donau;<41110>;2162;2200
Mauthausen;<41111>;2435;2516
Mitterkirchen im Machland;<41112>;895;876
Münzbach;<41113>;955;894
Naarn im Machlande;<41114>;1876;1829
Pabneukirchen;<41115>;852;827
Perg;<41116>;4431;4573
Rechberg;<41117>;510;507
Ried in der Riedmark;<41118>;2178;2123
St. Georgen am Walde;<41119>;999;974
St. Georgen an der Gusen;<41120>;2178;2273
St. Nikola an der Donau;<41121>;461;361
St. Thomas am Blasenstein;<41122>;483;445
Saxen;<41123>;856;867
Schwertberg;<41124>;2662;2710
Waldhausen im Strudengau;<41125>;1444;1407
Windhaag bei Perg;<41126>;787;738
Aigen-Schlägl;<41343>;1599;1621
Altenfelden;<41304>;1202;1085
Arnreit;<41305>;619;546
Atzesberg;<41306>;228;209
Auberg;<41307>;291;301
Haslach an der Mühl;<41309>;1277;1302
Helfenberg;<41345>;795;749
Hofkirchen im Mühlkreis;<41312>;777;752
Hörbich;<41311>;223;185
Julbach;<41313>;790;754
Kirchberg ob der Donau;<41314>;543;514
Klaffer am Hochficht;<41315>;668;643
Kleinzell im Mühlkreis;<41316>;856;849
Kollerschlag;<41317>;799;742
Lembach im Mühlkreis;<41318>;750;765
Lichtenau im Mühlkreis;<41319>;250;223
Nebelberg;<41320>;340;312
Neufelden;<41321>;624;599
Neustift im Mühlkreis;<41329>;737;740
Niederkappel;<41322>;518;459
