2022;;;
name_;code_;male_;female_
Lunz am See;<32005>;878;908
Oberndorf an der Melk;<32006>;1522;1478
Puchenstuben;<32007>;158;114
Purgstall an der Erlauf;<32008>;2709;2653
Randegg;<32009>;946;917
Reinsberg;<32010>;553;517
St. Anton an der Jeßnitz;<32011>;593;576
St. Georgen an der Leys;<32012>;687;640
Scheibbs;<32013>;1979;2151
Steinakirchen am Forst;<32014>;1159;1169
Wang;<32015>;696;698
Wieselburg;<32016>;2155;2303
Wieselburg-Land;<32017>;1659;1746
Wolfpassing;<32018>;836;815
Wiener Neustadt;<30401>;23043;24063
Altenmarkt an der Triesting;<30602>;1076;1098
Berndorf;<30605>;4424;4566
Enzesfeld-Lindabrunn;<30608>;2031;2157
Furth an der Triesting;<30609>;445;429
Hernstein;<30614>;779;773
Hirtenberg;<30615>;1405;1140
Pottenstein;<30627>;1429;1458
Weissenbach an der Triesting;<30645>;855;889
Annaberg;<31401>;247;256
Eschenau;<31402>;640;661
Hainfeld;<31403>;1872;1878
Hohenberg;<31404>;720;725
Kaumberg;<31405>;552;528
Kleinzell;<31406>;440;424
Lilienfeld;<31407>;1307;1338
Mitterbach am Erlaufsee;<31408>;235;247
Ramsau;<31409>;423;400
Rohrbach an der Gölsen;<31410>;771;772
St. Aegyd am Neuwalde;<31411>;910;908
St. Veit an der Gölsen;<31412>;1900;1961
Traisen;<31413>;1663;1745
Türnitz;<31414>;948;931
Altendorf;<31801>;183;174
Aspangberg-St. Peter;<31803>;950;946
Aspang-Markt;<31802>;855;924
Breitenau;<31804>;767;785
Breitenstein;<31805>;170;130
Buchbach;<31806>;178;181
Bürg-Vöstenhof;<31842>;77;87
Edlitz;<31807>;460;446
Enzenreith;<31808>;968;1031
Feistritz am Wechsel;<31809>;519;514
Gloggnitz;<31810>;2779;3077
Grafenbach-St. Valentin;<31811>;1113;1152
Grimmenstein;<31812>;631;682
Grünbach am Schneeberg;<31813>;783;818
Höflein an der Hohen Wand;<31849>;443;448
Kirchberg am Wechsel;<31814>;1206;1267
Mönichkirchen;<31815>;297;310
Natschbach-Loipersbach;<31817>;858;850
Neunkirchen;<31818>;6021;6524
Otterthal;<31820>;273;297
Payerbach;<31821>;1017;1046
Pitten;<31823>;1403;1481
Prigglitz;<31825>;216;215
Puchberg am Schneeberg;<31826>;1301;1361
Raach am Hochgebirge;<31827>;163;141
Reichenau an der Rax;<31829>;1247;1292
St. Corona am Wechsel;<31830>;199;200
St. Egyden am Steinfeld;<31831>;1071;1106
Scheiblingkirchen-Thernberg;<31832>;939;984
Schottwien;<31833>;319;323
Schrattenbach;<31834>;197;201
Schwarzau am Steinfeld;<31835>;997;1099
Schwarzau im Gebirge;<31836>;336;283
Seebenstein;<31837>;709;774
Semmering;<31838>;241;273
Ternitz;<31839>;7112;7569
Thomasberg;<31840>;646;602
Trattenbach;<31841>;252;264
Warth;<31843>;780;764
Wartmannstetten;<31844>;808;804
Willendorf;<31845>;475;509
Wimpassing im Schwarzatale;<31846>;772;820
Würflach;<31847>;764;864
Zöbern;<31848>;710;676
Bad Erlach;<32306>;1517;1679
Bad Fischau-Brunn;<32301>;1724;1793
Bad Schönau;<32302>;368;379
Bromberg;<32325>;600;585
Ebenfurth;<32304>;1517;1622
Eggendorf;<32305>;2489;2557
Felixdorf;<32307>;2193;2281
Gutenstein;<32308>;611;632
Hochneukirchen-Gschaidt;<32309>;826;802
Hochwolkersdorf;<32310>;495;510
Hohe Wand;<32311>;741;713
Hollenthon;<32312>;492;515
Katzelsdorf;<32313>;1556;1651
Kirchschlag in der Buckligen Welt;<32314>;1403;1409
Krumbach;<32315>;1175;1158
Lanzenkirchen;<32316>;2020;2120
Lichtenegg;<32317>;507;553
Lichtenwörth;<32318>;1358;1417
Markt Piesting;<32319>;1545;1597
Matzendorf-Hölles;<32320>;1023;1060
Miesenbach;<32321>;324;337
Muggendorf;<32322>;248;274
Pernitz;<32323>;1205;1258
Rohr im Gebirge;<32324>;234;205
Schwarzenbach;<32326>;445;479
Sollenau;<32327>;2615;2708
Theresienfeld;<32330>;1959;1982
Waidmannsfeld;<32331>;727;772
Waldegg;<32332>;1004;1007
Walpersbach;<32333>;568;591
Weikersdorf am Steinfelde;<32334>;550;541
Wiesmath;<32335>;760;777
Winzendorf-Muthmannsdorf;<32336>;941;919
Wöllersdorf-Steinabrückl;<32337>;2380;2430
Zillingdorf;<32338>;1021;1069
St. Pölten;<30201>;27646;28714
Altlengbach;<31901>;1517;1643
Asperhofen;<31902>;1156;1149
Böheimkirchen;<31903>;2498;2618
Brand-Laaben;<31904>;634;615
Eichgraben;<31905>;2373;2390
Frankenfels;<31906>;989;942
Gerersdorf;<31907>;498;525
Hafnerbach;<31910>;831;819
Haunoldstein;<31911>;614;631
Herzogenburg;<31912>;3788;4045
Hofstetten-Grünau;<31909>;1370;1354
Inzersdorf-Getzersdorf;<31913>;835;803
Kapelln;<31915>;662;684
Karlstetten;<31916>;1087;1104
Kasten bei Böheimkirchen;<31917>;720;689
Kirchberg an der Pielach;<31918>;1597;1609
Kirchstetten;<31919>;1088;1166
Loich;<31920>;280;285
Maria Anzbach;<31921>;1500;1634
Markersdorf-Haindorf;<31922>;1011;1037
Michelbach;<31923>;433;421
Neidling;<31925>;740;755
Neulengbach;<31926>;4078;4251
Neustift-Innermanzing;<31927>;795;809
Nußdorf ob der Traisen;<31928>;918;917
Ober-Grafendorf;<31929>;2336;2361
Obritzberg-Rust;<31930>;1168;1145
Prinzersdorf;<31932>;796;840
Pyhra;<31934>;1801;1823
Rabenstein an der Pielach;<31935>;1265;1235
St. Margarethen an der Sierning;<31938>;531;510
Schwarzenbach an der Pielach;<31939>;200;162
Statzendorf;<31940>;698;747
Stössing;<31941>;426;416
Traismauer;<31943>;3196;3239
Weinburg;<31945>;698;701
Perschling;<31946>;730;734
Wilhelmsburg;<31947>;3229;3341
Wölbling;<31948>;1229;1242
Krems an der Donau;<30101>;12204;12717
Amaliendorf-Aalfang;<30902>;549;567
Bad Großpertholz;<30910>;685;607
Brand-Nagelberg;<30903>;736;733
Eggern;<30904>;344;337
Eisgarn;<30906>;361;335
Gmünd;<30908>;2532;2650
Großdietmanns;<30909>;1111;1064
Großschönau;<30912>;640;590
Haugschlag;<30915>;247;233
Heidenreichstein;<30916>;1902;1962
Hirschbach;<30917>;292;287
Hoheneich;<30920>;680;722
Kirchberg am Walde;<30921>;635;637
Litschau;<30925>;1064;1074
Moorbad Harbach;<30913>;372;346
Reingers;<30929>;327;297
St. Martin;<30932>;531;522
Schrems;<30935>;2579;2745
Unserfrau-Altweitra;<30939>;516;491
Waldenstein;<30940>;600;574
Weitra;<30942>;1263;1346
Altenburg;<31101>;397;397
Brunn an der Wild;<31102>;410;423
Burgschleinitz-Kühnring;<31103>;708;620
Drosendorf-Zissersdorf;<31104>;567;600
Eggenburg;<31105>;1676;1823
Gars am Kamp;<31106>;1729;1751
Geras;<31107>;655;628
Horn;<31109>;3084;3373
Irnfritz-Messern;<31110>;717;711
Japons;<31111>;364;346
Langau;<31113>;336;354
Meiseldorf;<31114>;431;420
Pernegg;<31117>;345;343
Röhrenbach;<31119>;254;241
Röschitz;<31120>;540;537
Rosenburg-Mold;<31121>;421;409
St. Bernhard-Frauenhofen;<31123>;636;652
Sigmundsherberg;<31124>;861;819
Straning-Grafenberg;<31130>;360;336
Weitersfeld;<31129>;762;754
Aggsbach;<31301>;316;323
Albrechtsberg an der Großen Krems;<31302>;506;503
Bergern im Dunkelsteinerwald;<31303>;649;684
Droß;<31356>;521;511
Dürnstein;<31304>;385;418
Furth bei Göttweig;<31309>;1455;1499
Gedersdorf;<31310>;1098;1038
Gföhl;<31311>;1913;1911
Grafenegg;<31308>;1581;1622
Hadersdorf-Kammern;<31315>;933;1026
Jaidhof;<31319>;611;607
Krumau am Kamp;<31321>;375;373
Langenlois;<31322>;3650;3849
Lengenfeld;<31323>;711;714
Lichtenau im Waldviertel;<31324>;1044;1023
Maria Laach am Jauerling;<31326>;462;456
Mautern an der Donau;<31327>;1636;1816
Mühldorf;<31330>;621;652
Paudorf;<31333>;1310;1332
Rastenfeld;<31336>;812;806
Rohrendorf bei Krems;<31337>;1047;1043
Rossatz-Arnsdorf;<31338>;501;562
St. Leonhard am Hornerwald;<31340>;550;544
Schönberg am Kamp;<31355>;905;938
Senftenberg;<31343>;954;973
Spitz;<31344>;754;780
Straß im Straßertale;<31346>;892;878
Stratzing;<31347>;427;481
Weinzierl am Walde;<31350>;642;593
Weißenkirchen in der Wachau;<31351>;685;711
Dietmanns;<32202>;505;528
Dobersberg;<32203>;798;740
Gastern;<32206>;596;575
Groß-Siegharts;<32207>;1347;1342
Karlstein an der Thaya;<32209>;742;731
Kautzen;<32210>;571;513
Ludweis-Aigen;<32212>;456;432
Pfaffenschlag bei Waidhofen a.d.Thaya;<32214>;472;461
Raabs an der Thaya;<32216>;1299;1355
Thaya;<32217>;731;696
Vitis;<32219>;1349;1301
Waidhofen an der Thaya;<32220>;2481;2767
Waidhofen an der Thaya-Land;<32221>;660;643
Waldkirchen an der Thaya;<32222>;247;247
Windigsteig;<32223>;444;482
Allentsteig;<32501>;852;886
Altmelon;<32519>;441;422
Arbesbach;<32502>;835;755
Bärnkopf;<32503>;171;169
Echsenbach;<32504>;674;616
Göpfritz an der Wild;<32505>;901;887
Grafenschlag;<32506>;423;416
Groß Gerungs;<32508>;2246;2157
Großgöttfritz;<32509>;712;646
Gutenbrunn;<32511>;236;253
Kirchschlag;<32514>;320;311
Kottes-Purk;<32515>;710;730
Langschlag;<32516>;895;831
Martinsberg;<32517>;556;537
Ottenschlag;<32518>;499;517
Pölla;<32520>;460;456
Rappottenstein;<32521>;903;842
Sallingberg;<32522>;625;636
Schönbach;<32523>;412;342
Schwarzenau;<32524>;747;745
Schweiggers;<32525>;1022;1012
Traunstein;<32528>;509;493
Waldhausen;<32529>;624;577
Zwettl-Niederösterreich;<32530>;5258;5464
Drösing;<30810>;547;549
Dürnkrut;<30811>;1117;1155
Hauskirchen;<30826>;642;657
Hohenau an der March;<30827>;1323;1432
Jedenspeigen;<30829>;563;554
Neusiedl an der Zaya;<30841>;624;603
Palterndorf-Dobermannsdorf;<30845>;669;699
Ringelsdorf-Niederabsdorf;<30850>;638;633
Sulz im Weinviertel;<30857>;620;607
Zistersdorf;<30863>;2648;2761
Alberndorf im Pulkautal;<31001>;363;366
Göllersdorf;<31008>;1575;1559
Grabern;<31009>;849;898
Guntersdorf;<31014>;590;568
Hadres;<31015>;862;875
Hardegg;<31016>;645;659
Haugsdorf;<31018>;807;797
Heldenberg;<31019>;736;705
Hohenwarth-Mühlbach a.M.;<31021>;621;697
Hollabrunn;<31022>;5876;6208
Mailberg;<31025>;282;285
Maissau;<31026>;976;990
Nappersdorf-Kammersdorf;<31028>;606;579
Pernersdorf;<31033>;517;533
Pulkau;<31035>;740;758
Ravelsbach;<31036>;796;818
Retz;<31037>;2143;2143
Retzbach;<31038>;470;532
Schrattenthal;<31041>;447;446
Seefeld-Kadolz;<31042>;498;478
Sitzendorf an der Schmida;<31043>;1106;1057
Wullersdorf;<31051>;1198;1187
Zellerndorf;<31052>;1220;1185
Ziersdorf;<31053>;1670;1730
Altlichtenwarth;<31601>;402;371
Asparn an der Zaya;<31603>;952;960
Bernhardsthal;<31604>;795;800
Drasenhofen;<31606>;539;543
Falkenstein;<31608>;227;266
Fallbach;<31609>;402;389
Gaubitsch;<31611>;456;430
Gaweinstal;<31612>;1994;2070
Gnadendorf;<31613>;570;582
Großharras;<31616>;559;541
Großkrut;<31617>;853;817
Hausbrunn;<31620>;443;420
Herrnbaumgarten;<31621>;480;459
Laa an der Thaya;<31629>;3089;3158
Ladendorf;<31630>;1182;1161
Mistelbach;<31633>;5615;6050
Neudorf im Weinviertel;<31634>;701;685
Niederleis;<31636>;439;459
Ottenthal;<31658>;272;263
Poysdorf;<31644>;2759;2779
Rabensburg;<31645>;525;560
Schrattenberg;<31646>;418;437
Staatz;<31649>;939;963
Stronsdorf;<31650>;787;809
Unterstinkenbrunn;<31652>;291;255
Wildendürnbach;<31653>;788;784
Wilfersdorf;<31654>;1043;1054
Aderklaa;<30801>;107;89
Andlersdorf;<30802>;76;72
Angern an der March;<30803>;1706;1740
Auersthal;<30804>;982;972
Bad Pirawarth;<30805>;891;900
Deutsch-Wagram;<30808>;4429;4697
Ebenthal;<30812>;491;434
Eckartsau;<30813>;686;656
Engelhartstetten;<30814>;1043;1085
Gänserndorf;<30817>;5764;6186
Glinzendorf;<30819>;174;171
Groß-Enzersdorf;<30821>;5751;6066
Großhofen;<30822>;54;50
Groß-Schweinbarth;<30824>;667;654
Haringsee;<30825>;574;598
Hohenruppersdorf;<30828>;464;469
Lassee;<30830>;1497;1474
Leopoldsdorf im Marchfeld;<30831>;1446;1464
Mannsdorf an der Donau;<30834>;188;167
Marchegg;<30835>;1468;1541
Markgrafneusiedl;<30836>;436;467
Matzen-Raggendorf;<30838>;1393;1393
Obersiebenbrunn;<30842>;887;888
Orth an der Donau;<30844>;1031;1128
Parbasdorf;<30846>;89;80
Prottes;<30848>;715;739
Raasdorf;<30849>;336;326
Schönkirchen-Reyersdorf;<30852>;1010;1006
Spannberg;<30854>;497;494
Strasshof an der Nordbahn;<30856>;5644;5717
Untersiebenbrunn;<30858>;876;917
Velm-Götzendorf;<30859>;388;382
Weiden an der March;<30865>;514;487
Weikendorf;<30860>;983;1039
Bisamberg;<31201>;2328;2492
Enzersfeld;<31202>;865;929
Ernstbrunn;<31203>;1656;1616
Gerasdorf bei Wien;<31235>;5858;5895
Großmugl;<31204>;828;795
Großrußbach;<31205>;1109;1132
Hagenbrunn;<31206>;1211;1186
Harmannsdorf;<31207>;1998;2056
Hausleiten;<31208>;1866;1957
Korneuburg;<31213>;6658;6907
Langenzersdorf;<31214>;3860;4143
Leitzersdorf;<31215>;591;568
Leobendorf;<31216>;2486;2510
Niederhollabrunn;<31234>;781;736
Rußbach;<31224>;692;698
Sierndorf;<31226>;2008;1932
Spillern;<31227>;1220;1219
Stetteldorf am Wagram;<31228>;552;511
Stetten;<31229>;663;687
Stockerau;<31230>;8091;8692
Bockfließ;<31605>;661;654
Großebersdorf;<31614>;1111;1125
Großengersdorf;<31615>;743;763
Hochleithen;<31622>;545;565
Kreuttal;<31627>;722;732
Kreuzstetten;<31628>;817;837
Pillichsdorf;<31642>;616;568
Ulrichskirchen-Schleinbach;<31651>;1307;1343
Wolkersdorf im Weinviertel;<31655>;3600;3779
Gablitz;<31949>;2471;2535
Mauerbach;<31950>;1744;1860
Pressbaum;<31951>;3721;4006
Purkersdorf;<31952>;4718;5135
Tullnerbach;<31953>;1466;1494
Wolfsgraben;<31954>;856;893
Absdorf;<32101>;1111;1189
Atzenbrugg;<32104>;1558;1636
Fels am Wagram;<32106>;1187;1217
Grafenwörth;<32107>;1562;1689
Großriedenthal;<32109>;485;474
Großweikersdorf;<32110>;1615;1711
Judenau-Baumgarten;<32112>;1163;1154
Kirchberg am Wagram;<32114>;1835;1912
Klosterneuburg;<32144>;13174;14368
Königsbrunn am Wagram;<32115>;699;713
Königstetten;<32116>;1239;1295
Langenrohr;<32119>;1227;1257
Michelhausen;<32120>;1941;1947
Muckendorf-Wipfing;<32143>;845;856
St. Andrä-Wördern;<32142>;3812;4043
Sieghartskirchen;<32131>;3855;3903
Sitzenberg-Reidling;<32132>;1161;1229
Tulbing;<32134>;1591;1600
Tulln an der Donau;<32135>;8055;8501
Würmla;<32139>;802;774
Zeiselmauer-Wolfpassing;<32140>;1110;1151
Zwentendorf an der Donau;<32141>;2090;2091
Alland;<30601>;1309;1322
Bad Vöslau;<30603>;6005;6419
Baden;<30604>;12093;13690
Blumau-Neurißhof;<30646>;947;980
Ebreichsdorf;<30607>;5692;5858
Günselsdorf;<30612>;826;907
Heiligenkreuz;<30613>;811;734
Klausen-Leopoldsdorf;<30616>;814;891
Kottingbrunn;<30618>;3580;3808
Leobersdorf;<30620>;2507;2611
Mitterndorf an der Fischa;<30621>;1531;1528
Oberwaltersdorf;<30623>;2420;2523
Pfaffstätten;<30625>;1730;1788
Pottendorf;<30626>;3754;3703
Reisenberg;<30629>;880;843
Schönau an der Triesting;<30631>;1041;1069
Seibersdorf;<30633>;785;774
Sooß;<30635>;503;512
Tattendorf;<30636>;720;703
Teesdorf;<30637>;870;901
Traiskirchen;<30639>;9241;9520
Trumau;<30641>;1830;1923
Au am Leithaberge;<30701>;476;477
Bad Deutsch-Altenburg;<30702>;901;1045
Berg;<30703>;453;503
Bruck an der Leitha;<30704>;3987;4199
Ebergassing;<30729>;2006;2044
Enzersdorf an der Fischa;<30706>;1741;1750
Fischamend;<30730>;2684;2909
Göttlesbrunn-Arbesthal;<30708>;707;742
Götzendorf an der Leitha;<30709>;1098;1090
Gramatneusiedl;<30731>;1825;1872
Hainburg a.d. Donau;<30710>;3329;3563
Haslau-Maria Ellend;<30711>;988;1020
Himberg;<30732>;3854;3974
Hof am Leithaberge;<30713>;799;808
Höflein;<30712>;596;616
Hundsheim;<30715>;293;343
Klein-Neusiedl;<30733>;458;499
Lanzendorf;<30734>;924;977
Leopoldsdorf;<30735>;2616;2672
Mannersdorf am Leithagebirge;<30716>;2063;2087
Maria-Lanzendorf;<30736>;1073;1120
Moosbrunn;<30737>;884;920
Petronell-Carnuntum;<30718>;647;638
Prellenkirchen;<30719>;850;808
Rauchenwarth;<30738>;389;400
Rohrau;<30721>;819;846
Scharndorf;<30722>;631;596
Schwadorf;<30739>;1117;1133
Schwechat;<30740>;10327;10436
Sommerein;<30724>;1053;1109
Trautmannsdorf an der Leitha;<30726>;1481;1481
Wolfsthal;<30728>;582;597
Zwölfaxing;<30741>;862;849
Achau;<31701>;759;758
Biedermannsdorf;<31702>;1498;1643
Breitenfurt bei Wien;<31703>;2894;3041
Brunn am Gebirge;<31704>;5891;6154
Gaaden;<31706>;809;831
Gießhübl;<31707>;1145;1249
Gumpoldskirchen;<31709>;1899;2069
Guntramsdorf;<31710>;4512;4632
Hennersdorf;<31711>;759;784
Hinterbrühl;<31712>;1907;2005
Kaltenleutgeben;<31713>;1641;1704
Laab im Walde;<31714>;524;578
Laxenburg;<31715>;1411;1558
Maria Enzersdorf;<31716>;4091;4630
Mödling;<31717>;9798;10733
Münchendorf;<31718>;1524;1579
Perchtoldsdorf;<31719>;7178;7708
Vösendorf;<31723>;3616;3883
Wiener Neudorf;<31725>;4549;4790
Wienerwald;<31726>;1416;1477
Wien 1.,Innere Stadt;<90101>;7637;8063
Wien 2.,Leopoldstadt;<90201>;51740;52948
Wien 3.,Landstraße;<90301>;45153;48591
