2020;;;
name_;code_;male_;female_
Aschbach-Markt;<30504>;1913;1909
Behamberg;<30506>;1760;1666
Biberbach;<30507>;1138;1131
Ennsdorf;<30508>;1525;1559
Ernsthofen;<30509>;1122;1136
Ertl;<30510>;653;607
Euratsfeld;<30511>;1360;1320
Ferschnitz;<30512>;949;894
Haag;<30514>;2789;2850
Haidershofen;<30515>;1881;1833
Hollenstein an der Ybbs;<30516>;851;839
Kematen an der Ybbs;<30517>;1266;1373
Neuhofen an der Ybbs;<30520>;1510;1441
Neustadtl an der Donau;<30521>;1059;1085
Oed-Oehling;<30522>;968;965
Opponitz;<30524>;467;435
St. Georgen am Reith;<30526>;283;259
St. Georgen am Ybbsfelde;<30527>;1438;1410
St. Pantaleon-Erla;<30529>;1347;1280
St. Peter in der Au;<30530>;2570;2623
St. Valentin;<30531>;4693;4613
Seitenstetten;<30532>;1728;1712
Sonntagberg;<30533>;1887;1918
Strengberg;<30534>;1052;1042
Viehdorf;<30536>;694;668
Wallsee-Sindelburg;<30538>;1064;1126
Weistrach;<30539>;1123;1139
Winklarn;<30541>;897;865
Wolfsbach;<30542>;1053;994
Ybbsitz;<30543>;1755;1650
Zeillern;<30544>;961;916
Artstetten-Pöbring;<31502>;617;601
Bergland;<31503>;990;948
Bischofstetten;<31504>;594;636
Blindenmarkt;<31505>;1399;1311
Dorfstetten;<31506>;289;293
Dunkelsteinerwald;<31507>;1212;1181
Emmersdorf an der Donau;<31553>;870;890
Erlauf;<31508>;550;531
Golling an der Erlauf;<31509>;761;749
Hofamt Priel;<31511>;831;868
Hürm;<31513>;927;934
Kilb;<31514>;1261;1313
Kirnberg an der Mank;<31515>;553;528
Klein-Pöchlarn;<31516>;490;543
Krummnußbaum;<31517>;761;773
Leiben;<31519>;691;676
Loosdorf;<31520>;1856;1951
Mank;<31521>;1581;1638
Marbach an der Donau;<31522>;836;855
Maria Taferl;<31523>;462;449
Melk;<31524>;2737;2893
Münichreith-Laimbach;<31525>;815;822
Neumarkt an der Ybbs;<31527>;953;1039
Nöchling;<31528>;551;495
Persenbeug-Gottsdorf;<31530>;1056;1118
Petzenkirchen;<31531>;717;708
Pöchlarn;<31533>;1916;2032
Pöggstall;<31534>;1213;1203
Raxendorf;<31535>;544;504
Ruprechtshofen;<31537>;1151;1162
St. Leonhard am Forst;<31539>;1544;1498
St. Martin-Karlsbach;<31540>;819;821
St. Oswald;<31541>;589;531
Schollach;<31543>;519;498
Schönbühel-Aggsbach;<31542>;457;496
Texingtal;<31551>;863;797
Weiten;<31546>;549;540
Ybbs an der Donau;<31549>;2767;2860
Yspertal;<31552>;1004;991
Zelking-Matzleinsdorf;<31550>;580;640
Gaming;<32001>;1497;1524
Göstling an der Ybbs;<32002>;1012;1013
Gresten;<32003>;1004;982
Gresten-Land;<32004>;758;730
Lunz am See;<32005>;880;900
Oberndorf an der Melk;<32006>;1501;1453
Puchenstuben;<32007>;162;127
Purgstall an der Erlauf;<32008>;2719;2653
Randegg;<32009>;948;929
Reinsberg;<32010>;538;508
St. Anton an der Jeßnitz;<32011>;607;572
St. Georgen an der Leys;<32012>;687;643
Scheibbs;<32013>;1981;2151
Steinakirchen am Forst;<32014>;1133;1110
Wang;<32015>;693;676
Wieselburg;<32016>;2056;2196
Wieselburg-Land;<32017>;1679;1749
Wolfpassing;<32018>;821;822
Wiener Neustadt;<30401>;22360;23463
Altenmarkt an der Triesting;<30602>;1053;1049
Berndorf;<30605>;4429;4617
Enzesfeld-Lindabrunn;<30608>;2037;2187
Furth an der Triesting;<30609>;433;430
Hernstein;<30614>;782;767
Hirtenberg;<30615>;1457;1154
Pottenstein;<30627>;1450;1480
Weissenbach an der Triesting;<30645>;840;863
Annaberg;<31401>;261;255
Eschenau;<31402>;634;659
Hainfeld;<31403>;1882;1919
Hohenberg;<31404>;751;751
Kaumberg;<31405>;542;515
Kleinzell;<31406>;448;431
Lilienfeld;<31407>;1309;1355
Mitterbach am Erlaufsee;<31408>;232;249
Ramsau;<31409>;429;401
Rohrbach an der Gölsen;<31410>;771;778
St. Aegyd am Neuwalde;<31411>;943;919
St. Veit an der Gölsen;<31412>;1932;1974
Traisen;<31413>;1646;1756
Türnitz;<31414>;962;951
Altendorf;<31801>;185;165
Aspangberg-St. Peter;<31803>;928;927
Aspang-Markt;<31802>;861;918
Breitenau;<31804>;788;786
Breitenstein;<31805>;177;139
Buchbach;<31806>;169;187
Bürg-Vöstenhof;<31842>;78;87
Edlitz;<31807>;454;440
Enzenreith;<31808>;981;1009
Feistritz am Wechsel;<31809>;518;515
Gloggnitz;<31810>;2803;3109
Grafenbach-St. Valentin;<31811>;1093;1118
Grimmenstein;<31812>;636;677
Grünbach am Schneeberg;<31813>;764;815
Höflein an der Hohen Wand;<31849>;437;434
Kirchberg am Wechsel;<31814>;1222;1286
Mönichkirchen;<31815>;301;317
Natschbach-Loipersbach;<31817>;854;843
Neunkirchen;<31818>;6159;6562
Otterthal;<31820>;285;301
Payerbach;<31821>;1008;1052
Pitten;<31823>;1387;1483
Prigglitz;<31825>;231;205
Puchberg am Schneeberg;<31826>;1324;1370
Raach am Hochgebirge;<31827>;160;144
Reichenau an der Rax;<31829>;1222;1293
St. Corona am Wechsel;<31830>;193;199
St. Egyden am Steinfeld;<31831>;1003;1062
Scheiblingkirchen-Thernberg;<31832>;939;963
Schottwien;<31833>;334;342
Schrattenbach;<31834>;192;192
Schwarzau am Steinfeld;<31835>;961;1056
Schwarzau im Gebirge;<31836>;327;281
Seebenstein;<31837>;690;748
Semmering;<31838>;255;263
Ternitz;<31839>;7083;7577
Thomasberg;<31840>;648;614
Trattenbach;<31841>;265;271
Warth;<31843>;760;737
Wartmannstetten;<31844>;816;807
Willendorf;<31845>;467;493
Wimpassing im Schwarzatale;<31846>;780;825
Würflach;<31847>;746;840
Zöbern;<31848>;716;691
Bad Erlach;<32306>;1469;1680
Bad Fischau-Brunn;<32301>;1676;1774
Bad Schönau;<32302>;356;373
Bromberg;<32325>;598;580
Ebenfurth;<32304>;1498;1623
Eggendorf;<32305>;2443;2507
Felixdorf;<32307>;2123;2236
Gutenstein;<32308>;615;660
Hochneukirchen-Gschaidt;<32309>;835;807
Hochwolkersdorf;<32310>;506;515
Hohe Wand;<32311>;705;697
Hollenthon;<32312>;492;517
Katzelsdorf;<32313>;1572;1638
Kirchschlag in der Buckligen Welt;<32314>;1397;1429
Krumbach;<32315>;1153;1119
Lanzenkirchen;<32316>;1972;2026
Lichtenegg;<32317>;494;545
Lichtenwörth;<32318>;1339;1403
Markt Piesting;<32319>;1532;1563
Matzendorf-Hölles;<32320>;1033;1063
Miesenbach;<32321>;327;346
Muggendorf;<32322>;248;269
Pernitz;<32323>;1206;1275
Rohr im Gebirge;<32324>;244;216
Schwarzenbach;<32326>;443;479
Sollenau;<32327>;2537;2635
Theresienfeld;<32330>;1822;1865
Waidmannsfeld;<32331>;722;777
Waldegg;<32332>;1013;1029
Walpersbach;<32333>;556;588
Weikersdorf am Steinfelde;<32334>;550;518
Wiesmath;<32335>;746;773
Winzendorf-Muthmannsdorf;<32336>;936;930
Wöllersdorf-Steinabrückl;<32337>;2292;2339
Zillingdorf;<32338>;1014;1049
St. Pölten;<30201>;27255;28259
Altlengbach;<31901>;1465;1560
Asperhofen;<31902>;1130;1106
Böheimkirchen;<31903>;2504;2592
Brand-Laaben;<31904>;619;617
Eichgraben;<31905>;2310;2342
Frankenfels;<31906>;978;963
Gerersdorf;<31907>;481;504
Hafnerbach;<31910>;843;820
Haunoldstein;<31911>;603;623
Herzogenburg;<31912>;3810;4034
Hofstetten-Grünau;<31909>;1351;1333
Inzersdorf-Getzersdorf;<31913>;813;804
Kapelln;<31915>;682;708
Karlstetten;<31916>;1074;1101
Kasten bei Böheimkirchen;<31917>;714;696
Kirchberg an der Pielach;<31918>;1598;1609
Kirchstetten;<31919>;1075;1135
Loich;<31920>;292;302
Maria Anzbach;<31921>;1474;1590
Markersdorf-Haindorf;<31922>;1029;1061
Michelbach;<31923>;446;447
Neidling;<31925>;735;737
Neulengbach;<31926>;4066;4238
Neustift-Innermanzing;<31927>;776;812
Nußdorf ob der Traisen;<31928>;880;906
Ober-Grafendorf;<31929>;2281;2312
Obritzberg-Rust;<31930>;1171;1150
Prinzersdorf;<31932>;787;805
Pyhra;<31934>;1791;1775
Rabenstein an der Pielach;<31935>;1287;1250
St. Margarethen an der Sierning;<31938>;511;496
Schwarzenbach an der Pielach;<31939>;207;173
Statzendorf;<31940>;700;743
Stössing;<31941>;420;421
Traismauer;<31943>;3140;3190
Weinburg;<31945>;695;700
Perschling;<31946>;702;709
Wilhelmsburg;<31947>;3156;3336
Wölbling;<31948>;1260;1293
Krems an der Donau;<30101>;12308;12728
Amaliendorf-Aalfang;<30902>;540;568
Bad Großpertholz;<30910>;691;619
Brand-Nagelberg;<30903>;750;762
Eggern;<30904>;352;328
Eisgarn;<30906>;349;331
Gmünd;<30908>;2587;2751
Großdietmanns;<30909>;1127;1087
Großschönau;<30912>;622;587
Haugschlag;<30915>;248;233
Heidenreichstein;<30916>;1934;1988
Hirschbach;<30917>;289;287
Hoheneich;<30920>;696;699
Kirchberg am Walde;<30921>;655;652
Litschau;<30925>;1077;1099
Moorbad Harbach;<30913>;378;356
Reingers;<30929>;332;285
St. Martin;<30932>;540;551
Schrems;<30935>;2640;2743
Unserfrau-Altweitra;<30939>;492;489
Waldenstein;<30940>;614;580
Weitra;<30942>;1290;1355
Altenburg;<31101>;403;414
Brunn an der Wild;<31102>;416;422
Burgschleinitz-Kühnring;<31103>;707;631
Drosendorf-Zissersdorf;<31104>;591;619
Eggenburg;<31105>;1680;1823
Gars am Kamp;<31106>;1707;1769
Geras;<31107>;642;629
Horn;<31109>;3034;3394
Irnfritz-Messern;<31110>;723;718
Japons;<31111>;368;349
Langau;<31113>;327;349
Meiseldorf;<31114>;443;433
Pernegg;<31117>;354;348
Röhrenbach;<31119>;263;259
Röschitz;<31120>;539;517
Rosenburg-Mold;<31121>;438;412
St. Bernhard-Frauenhofen;<31123>;641;647
Sigmundsherberg;<31124>;845;797
Straning-Grafenberg;<31130>;370;357
Weitersfeld;<31129>;780;778
Aggsbach;<31301>;314;327
Albrechtsberg an der Großen Krems;<31302>;506;517
Bergern im Dunkelsteinerwald;<31303>;614;655
Droß;<31356>;516;520
Dürnstein;<31304>;401;439
Furth bei Göttweig;<31309>;1465;1503
Gedersdorf;<31310>;1108;1057
Gföhl;<31311>;1867;1916
Grafenegg;<31308>;1562;1593
Hadersdorf-Kammern;<31315>;949;1007
Jaidhof;<31319>;610;602
Krumau am Kamp;<31321>;375;375
Langenlois;<31322>;3667;3881
Lengenfeld;<31323>;694;681
Lichtenau im Waldviertel;<31324>;1007;1008
Maria Laach am Jauerling;<31326>;460;456
Mautern an der Donau;<31327>;1670;1869
Mühldorf;<31330>;633;655
Paudorf;<31333>;1265;1295
Rastenfeld;<31336>;776;798
Rohrendorf bei Krems;<31337>;1059;1051
Rossatz-Arnsdorf;<31338>;499;555
St. Leonhard am Hornerwald;<31340>;552;557
Schönberg am Kamp;<31355>;921;939
Senftenberg;<31343>;959;1016
Spitz;<31344>;781;788
Straß im Straßertale;<31346>;872;848
Stratzing;<31347>;405;438
Weinzierl am Walde;<31350>;643;596
Weißenkirchen in der Wachau;<31351>;691;704
Dietmanns;<32202>;508;531
Dobersberg;<32203>;809;763
Gastern;<32206>;604;590
Groß-Siegharts;<32207>;1355;1366
Karlstein an der Thaya;<32209>;744;737
Kautzen;<32210>;584;528
Ludweis-Aigen;<32212>;467;438
Pfaffenschlag bei Waidhofen a.d.Thaya;<32214>;465;458
Raabs an der Thaya;<32216>;1281;1354
Thaya;<32217>;697;691
Vitis;<32219>;1347;1308
Waidhofen an der Thaya;<32220>;2527;2838
Waidhofen an der Thaya-Land;<32221>;649;621
Waldkirchen an der Thaya;<32222>;245;256
Windigsteig;<32223>;440;481
Allentsteig;<32501>;867;901
Altmelon;<32519>;435;412
Arbesbach;<32502>;849;761
Bärnkopf;<32503>;178;170
Echsenbach;<32504>;661;613
Göpfritz an der Wild;<32505>;921;897
Grafenschlag;<32506>;431;423
Groß Gerungs;<32508>;2284;2169
Großgöttfritz;<32509>;726;655
Gutenbrunn;<32511>;256;267
Kirchschlag;<32514>;319;303
Kottes-Purk;<32515>;710;755
Langschlag;<32516>;894;836
Martinsberg;<32517>;551;538
Ottenschlag;<32518>;497;498
Pölla;<32520>;467;450
Rappottenstein;<32521>;897;825
Sallingberg;<32522>;642;623
Schönbach;<32523>;421;356
Schwarzenau;<32524>;763;748
Schweiggers;<32525>;1014;1003
Traunstein;<32528>;518;487
Waldhausen;<32529>;622;595
Zwettl-Niederösterreich;<32530>;5262;5517
Drösing;<30810>;555;573
Dürnkrut;<30811>;1089;1148
Hauskirchen;<30826>;618;635
Hohenau an der March;<30827>;1295;1411
Jedenspeigen;<30829>;546;549
Neusiedl an der Zaya;<30841>;632;626
Palterndorf-Dobermannsdorf;<30845>;665;675
Ringelsdorf-Niederabsdorf;<30850>;616;615
Sulz im Weinviertel;<30857>;615;591
Zistersdorf;<30863>;2643;2736
Alberndorf im Pulkautal;<31001>;366;379
Göllersdorf;<31008>;1537;1527
Grabern;<31009>;831;863
Guntersdorf;<31014>;580;574
Hadres;<31015>;843;861
Hardegg;<31016>;645;660
Haugsdorf;<31018>;788;763
Heldenberg;<31019>;679;668
Hohenwarth-Mühlbach a.M.;<31021>;623;687
Hollabrunn;<31022>;5766;6116
Mailberg;<31025>;290;285
Maissau;<31026>;969;966
Nappersdorf-Kammersdorf;<31028>;627;597
Pernersdorf;<31033>;505;512
Pulkau;<31035>;763;775
Ravelsbach;<31036>;796;807
Retz;<31037>;2134;2121
Retzbach;<31038>;491;531
Schrattenthal;<31041>;421;444
Seefeld-Kadolz;<31042>;470;475
Sitzendorf an der Schmida;<31043>;1085;1056
Wullersdorf;<31051>;1188;1164
Zellerndorf;<31052>;1220;1205
Ziersdorf;<31053>;1670;1710
Altlichtenwarth;<31601>;397;369
Asparn an der Zaya;<31603>;947;934
Bernhardsthal;<31604>;784;798
Drasenhofen;<31606>;557;550
Falkenstein;<31608>;230;250
Fallbach;<31609>;408;411
Gaubitsch;<31611>;462;418
Gaweinstal;<31612>;1973;2038
Gnadendorf;<31613>;569;578
Großharras;<31616>;571;541
Großkrut;<31617>;816;803
Hausbrunn;<31620>;441;424
Herrnbaumgarten;<31621>;483;465
Laa an der Thaya;<31629>;3074;3167
Ladendorf;<31630>;1176;1128
Mistelbach;<31633>;5540;6043
Neudorf im Weinviertel;<31634>;698;699
Niederleis;<31636>;438;453
Ottenthal;<31658>;271;262
Poysdorf;<31644>;2734;2749
Rabensburg;<31645>;536;560
Schrattenberg;<31646>;406;415
Staatz;<31649>;941;970
Stronsdorf;<31650>;809;809
Unterstinkenbrunn;<31652>;303;255
Wildendürnbach;<31653>;787;781
Wilfersdorf;<31654>;1050;1073
Aderklaa;<30801>;108;88
Andlersdorf;<30802>;66;75
Angern an der March;<30803>;1693;1724
Auersthal;<30804>;962;960
Bad Pirawarth;<30805>;842;841
Deutsch-Wagram;<30808>;4359;4601
Ebenthal;<30812>;459;432
Eckartsau;<30813>;654;644
Engelhartstetten;<30814>;1023;1062
Gänserndorf;<30817>;5611;6032
Glinzendorf;<30819>;159;155
Groß-Enzersdorf;<30821>;5629;5971
Großhofen;<30822>;58;52
Groß-Schweinbarth;<30824>;653;643
Haringsee;<30825>;587;596
Hohenruppersdorf;<30828>;473;463
Lassee;<30830>;1448;1421
Leopoldsdorf im Marchfeld;<30831>;1435;1488
Mannsdorf an der Donau;<30834>;205;168
Marchegg;<30835>;1477;1512
Markgrafneusiedl;<30836>;431;467
Matzen-Raggendorf;<30838>;1386;1402
Obersiebenbrunn;<30842>;869;830
Orth an der Donau;<30844>;1031;1126
Parbasdorf;<30846>;85;78
Prottes;<30848>;729;728
Raasdorf;<30849>;332;308
Schönkirchen-Reyersdorf;<30852>;986;1001
Spannberg;<30854>;507;503
Strasshof an der Nordbahn;<30856>;5337;5430
Untersiebenbrunn;<30858>;867;892
Velm-Götzendorf;<30859>;391;382
Weiden an der March;<30865>;513;483
Weikendorf;<30860>;991;1035
Bisamberg;<31201>;2337;2458
Enzersfeld;<31202>;861;887
Ernstbrunn;<31203>;1647;1617
Gerasdorf bei Wien;<31235>;5654;5747
Großmugl;<31204>;813;794
Großrußbach;<31205>;1097;1124
Hagenbrunn;<31206>;1151;1140
Harmannsdorf;<31207>;1986;2046
Hausleiten;<31208>;1861;1939
Korneuburg;<31213>;6519;6812
Langenzersdorf;<31214>;3909;4118
Leitzersdorf;<31215>;619;571
Leobendorf;<31216>;2427;2463
Niederhollabrunn;<31234>;789;758
Rußbach;<31224>;703;706
Sierndorf;<31226>;1985;1986
Spillern;<31227>;1210;1218
Stetteldorf am Wagram;<31228>;548;509
Stetten;<31229>;667;703
Stockerau;<31230>;8098;8777
Bockfließ;<31605>;663;668
Großebersdorf;<31614>;1118;1100
Großengersdorf;<31615>;741;756
Hochleithen;<31622>;565;579
Kreuttal;<31627>;732;738
Kreuzstetten;<31628>;760;775
Pillichsdorf;<31642>;594;572
Ulrichskirchen-Schleinbach;<31651>;1296;1325
Wolkersdorf im Weinviertel;<31655>;3545;3754
Gablitz;<31949>;2469;2556
Mauerbach;<31950>;1762;1880
Pressbaum;<31951>;3729;4025
Purkersdorf;<31952>;4714;5104
Tullnerbach;<31953>;1436;1469
Wolfsgraben;<31954>;846;890
Absdorf;<32101>;1039;1111
Atzenbrugg;<32104>;1526;1583
Fels am Wagram;<32106>;1184;1181
Grafenwörth;<32107>;1522;1649
Großriedenthal;<32109>;469;447
Großweikersdorf;<32110>;1551;1636
Judenau-Baumgarten;<32112>;1143;1145
Kirchberg am Wagram;<32114>;1810;1900
Klosterneuburg;<32144>;13155;14345
Königsbrunn am Wagram;<32115>;693;689
Königstetten;<32116>;1231;1295
Langenrohr;<32119>;1206;1229
Michelhausen;<32120>;1735;1759
Muckendorf-Wipfing;<32143>;817;846
St. Andrä-Wördern;<32142>;3813;4023
Sieghartskirchen;<32131>;3756;3770
Sitzenberg-Reidling;<32132>;1091;1149
Tulbing;<32134>;1484;1501
Tulln an der Donau;<32135>;7875;8355
Würmla;<32139>;743;741
Zeiselmauer-Wolfpassing;<32140>;1156;1143
Zwentendorf an der Donau;<32141>;2055;2042
Alland;<30601>;1282;1307
Bad Vöslau;<30603>;5851;6275
Baden;<30604>;12136;13822
Blumau-Neurißhof;<30646>;913;936
Ebreichsdorf;<30607>;5552;5677
Günselsdorf;<30612>;815;895
Heiligenkreuz;<30613>;799;745
Klausen-Leopoldsdorf;<30616>;830;880
Kottingbrunn;<30618>;3589;3815
Leobersdorf;<30620>;2395;2502
Mitterndorf an der Fischa;<30621>;1440;1449
Oberwaltersdorf;<30623>;2334;2466
Pfaffstätten;<30625>;1771;1818
Pottendorf;<30626>;3611;3620
Reisenberg;<30629>;888;860
Schönau an der Triesting;<30631>;1042;1102
Seibersdorf;<30633>;747;750
Sooß;<30635>;535;525
Tattendorf;<30636>;747;727
Teesdorf;<30637>;884;924
Traiskirchen;<30639>;9237;9521
Trumau;<30641>;1826;1883
Au am Leithaberge;<30701>;468;480
Bad Deutsch-Altenburg;<30702>;848;937
Berg;<30703>;430;475
Bruck an der Leitha;<30704>;3902;4134
Ebergassing;<30729>;1947;2011
Enzersdorf an der Fischa;<30706>;1662;1674
Fischamend;<30730>;2668;2904
Göttlesbrunn-Arbesthal;<30708>;713;734
Götzendorf an der Leitha;<30709>;1042;1066
Gramatneusiedl;<30731>;1788;1824
Hainburg a.d. Donau;<30710>;3277;3560
Haslau-Maria Ellend;<30711>;998;1014
Himberg;<30732>;3666;3777
Hof am Leithaberge;<30713>;776;774
Höflein;<30712>;615;635
Hundsheim;<30715>;294;333
Klein-Neusiedl;<30733>;437;469
Lanzendorf;<30734>;950;968
Leopoldsdorf;<30735>;2543;2687
Mannersdorf am Leithagebirge;<30716>;2031;2107
Maria-Lanzendorf;<30736>;1078;1101
Moosbrunn;<30737>;880;895
Petronell-Carnuntum;<30718>;632;631
Prellenkirchen;<30719>;819;799
Rauchenwarth;<30738>;395;377
Rohrau;<30721>;804;810
Scharndorf;<30722>;607;568
Schwadorf;<30739>;1080;1128
Schwechat;<30740>;9638;9932
Sommerein;<30724>;1006;1056
Trautmannsdorf an der Leitha;<30726>;1484;1500
Wolfsthal;<30728>;556;590
Zwölfaxing;<30741>;879;872
Achau;<31701>;722;711
Biedermannsdorf;<31702>;1500;1619
Breitenfurt bei Wien;<31703>;2864;3030
Brunn am Gebirge;<31704>;5809;6166
Gaaden;<31706>;810;838
Gießhübl;<31707>;1151;1227
Gumpoldskirchen;<31709>;1892;2018
Guntramsdorf;<31710>;4541;4686
Hennersdorf;<31711>;762;785
Hinterbrühl;<31712>;1913;2039
Kaltenleutgeben;<31713>;1648;1689
Laab im Walde;<31714>;518;593
Laxenburg;<31715>;1362;1520
Maria Enzersdorf;<31716>;4073;4551
Mödling;<31717>;9831;10733
Münchendorf;<31718>;1460;1495
Perchtoldsdorf;<31719>;7185;7811
Vösendorf;<31723>;3520;3809
Wiener Neudorf;<31725>;4510;4844
Wienerwald;<31726>;1416;1464
Wien 1.,Innere Stadt;<90101>;7779;8268
Wien 2.,Leopoldstadt;<90201>;52251;53597
Wien 3.,Landstraße;<90301>;44434;47246
