2021;;;
name_;code_;male_;female_
Krensdorf;<10619>;311;330
Loipersbach im Burgenland;<10604>;605;596
Marz;<10605>;1030;1065
Mattersburg;<10606>;3651;3887
Neudörfl;<10607>;2330;2458
Pöttelsdorf;<10608>;370;397
Pöttsching;<10609>;1480;1516
Rohrbach bei Mattersburg;<10610>;1274;1359
Schattendorf;<10612>;1156;1198
Sieggraben;<10613>;639;612
Sigleß;<10614>;556;583
Wiesen;<10615>;1349;1348
Zemendorf-Stöttera;<10618>;637;626
Andau;<10701>;1096;1169
Apetlon;<10702>;864;882
Bruckneudorf;<10703>;1448;1605
Deutsch Jahrndorf;<10704>;312;314
Edelstal;<10727>;392;390
Frauenkirchen;<10705>;1363;1491
Gattendorf;<10706>;703;709
Gols;<10707>;1938;2006
Halbturn;<10708>;927;997
Illmitz;<10709>;1170;1207
Jois;<10710>;806;818
Kittsee;<10711>;1659;1759
Mönchhof;<10712>;1095;1119
Neudorf;<10725>;349;355
Neusiedl am See;<10713>;4201;4442
Nickelsdorf;<10714>;901;908
Pama;<10715>;609;623
Pamhagen;<10716>;778;788
Parndorf;<10717>;2475;2587
Podersdorf am See;<10718>;1042;1086
Potzneusiedl;<10726>;316;307
Sankt Andrä am Zicksee;<10719>;682;710
Tadten;<10720>;559;604
Wallern im Burgenland;<10721>;814;858
Weiden am See;<10722>;1252;1275
Winden am See;<10723>;671;686
Zurndorf;<10724>;1158;1122
Bildein;<10426>;164;170
Bocksdorf;<10401>;390;425
Burgauberg-Neudauberg;<10402>;642;692
Eberau;<10403>;472;456
Gerersdorf-Sulz;<10404>;505;498
Großmürbisch;<10420>;117;118
Güssing;<10405>;1747;1918
Güttenbach;<10406>;413;470
Hackerberg;<10418>;193;171
Heiligenbrunn;<10407>;363;381
Heugraben;<10424>;123;104
Inzenhof;<10421>;166;164
Kleinmürbisch;<10422>;115;114
Kukmirn;<10408>;999;1010
Moschendorf;<10428>;190;196
Neuberg im Burgenland;<10409>;459;509
Neustift bei Güssing;<10410>;229;217
Olbendorf;<10411>;696;761
Ollersdorf im Burgenland;<10412>;463;458
Rauchwart;<10427>;223;237
Rohr im Burgenland;<10425>;179;200
Sankt Michael im Burgenland;<10413>;486;501
Stegersbach;<10414>;1310;1378
Stinatz;<10415>;623;595
Strem;<10416>;417;455
Tobaj;<10417>;681;661
Tschanigraben;<10423>;33;34
Wörterberg;<10419>;232;247
Deutsch Kaltenbrunn;<10501>;837;878
Eltendorf;<10502>;480;421
Heiligenkreuz im Lafnitztal;<10503>;627;635
Jennersdorf;<10504>;2009;2112
Königsdorf;<10511>;394;384
Minihof-Liebau;<10505>;531;534
Mogersdorf;<10506>;586;562
Mühlgraben;<10512>;200;183
Neuhaus am Klausenbach;<10507>;440;480
Rudersdorf;<10508>;1036;1108
Sankt Martin an der Raab;<10509>;995;970
Weichselbaum;<10510>;360;347
Bad Tatzmannsdorf;<10901>;768;832
Badersdorf;<10931>;148;140
Bernstein;<10902>;1005;1074
Deutsch Schützen-Eisenberg;<10903>;530;553
Grafenschachen;<10904>;625;624
Großpetersdorf;<10905>;1706;1843
Hannersdorf;<10906>;367;379
Jabing;<10930>;381;373
Kemeten;<10907>;744;751
Kohfidisch;<10908>;745;703
Litzelsdorf;<10909>;570;563
Loipersdorf-Kitzladen;<10910>;671;682
Mariasdorf;<10911>;561;578
Markt Allhau;<10912>;938;935
Markt Neuhodis;<10913>;325;334
Mischendorf;<10914>;776;751
Neustift an der Lafnitz;<10929>;381;423
Oberdorf im Burgenland;<10915>;487;523
Oberschützen;<10916>;1213;1239
Oberwart;<10917>;3613;4049
Pinkafeld;<10918>;2858;3024
Rechnitz;<10919>;1438;1499
Riedlingsdorf;<10920>;828;819
Rotenturm an der Pinka;<10921>;706;727
Schachendorf;<10922>;372;375
Schandorf;<10932>;133;131
Stadtschlaining;<10923>;973;1031
Unterkohlstätten;<10924>;497;505
Unterwart;<10925>;487;472
Weiden bei Rechnitz;<10926>;426;405
Wiesfleck;<10927>;588;577
Wolfau;<10928>;716;719
Waidhofen an der Ybbs;<30301>;5511;5623
Allhartsberg;<30501>;1098;1082
Amstetten;<30502>;11564;12005
Ardagger;<30503>;1802;1734
Aschbach-Markt;<30504>;1895;1890
Behamberg;<30506>;1776;1679
Biberbach;<30507>;1148;1136
Ennsdorf;<30508>;1534;1560
Ernsthofen;<30509>;1132;1154
Ertl;<30510>;657;602
Euratsfeld;<30511>;1359;1327
Ferschnitz;<30512>;940;896
Haag;<30514>;2805;2851
Haidershofen;<30515>;1880;1830
Hollenstein an der Ybbs;<30516>;839;835
Kematen an der Ybbs;<30517>;1283;1387
Neuhofen an der Ybbs;<30520>;1545;1455
Neustadtl an der Donau;<30521>;1055;1088
Oed-Oehling;<30522>;981;991
Opponitz;<30524>;446;429
St. Georgen am Reith;<30526>;285;259
St. Georgen am Ybbsfelde;<30527>;1472;1454
St. Pantaleon-Erla;<30529>;1360;1308
St. Peter in der Au;<30530>;2553;2608
St. Valentin;<30531>;4687;4633
Seitenstetten;<30532>;1722;1709
Sonntagberg;<30533>;1870;1893
Strengberg;<30534>;1058;1059
Viehdorf;<30536>;689;672
Wallsee-Sindelburg;<30538>;1077;1117
Weistrach;<30539>;1131;1147
Winklarn;<30541>;935;908
Wolfsbach;<30542>;1064;998
Ybbsitz;<30543>;1741;1637
Zeillern;<30544>;970;906
Artstetten-Pöbring;<31502>;631;610
Bergland;<31503>;973;943
Bischofstetten;<31504>;606;630
Blindenmarkt;<31505>;1405;1319
Dorfstetten;<31506>;285;294
Dunkelsteinerwald;<31507>;1209;1190
Emmersdorf an der Donau;<31553>;865;888
Erlauf;<31508>;558;535
Golling an der Erlauf;<31509>;757;737
Hofamt Priel;<31511>;845;886
Hürm;<31513>;928;929
Kilb;<31514>;1270;1310
Kirnberg an der Mank;<31515>;570;534
Klein-Pöchlarn;<31516>;507;556
Krummnußbaum;<31517>;768;781
Leiben;<31519>;692;663
Loosdorf;<31520>;1875;1955
Mank;<31521>;1591;1630
Marbach an der Donau;<31522>;843;845
Maria Taferl;<31523>;470;449
Melk;<31524>;2712;2884
Münichreith-Laimbach;<31525>;830;840
Neumarkt an der Ybbs;<31527>;969;1047
Nöchling;<31528>;541;495
Persenbeug-Gottsdorf;<31530>;1046;1110
Petzenkirchen;<31531>;728;722
Pöchlarn;<31533>;1921;2023
Pöggstall;<31534>;1206;1215
Raxendorf;<31535>;536;503
Ruprechtshofen;<31537>;1141;1154
St. Leonhard am Forst;<31539>;1557;1495
St. Martin-Karlsbach;<31540>;807;812
St. Oswald;<31541>;587;530
Schollach;<31543>;519;510
Schönbühel-Aggsbach;<31542>;468;494
Texingtal;<31551>;846;802
Weiten;<31546>;548;562
Ybbs an der Donau;<31549>;2764;2801
Yspertal;<31552>;1008;1001
Zelking-Matzleinsdorf;<31550>;577;638
Gaming;<32001>;1466;1508
Göstling an der Ybbs;<32002>;996;987
Gresten;<32003>;997;984
Gresten-Land;<32004>;759;728
Lunz am See;<32005>;886;909
Oberndorf an der Melk;<32006>;1521;1472
Puchenstuben;<32007>;166;130
Purgstall an der Erlauf;<32008>;2726;2654
Randegg;<32009>;938;904
Reinsberg;<32010>;542;509
St. Anton an der Jeßnitz;<32011>;605;570
St. Georgen an der Leys;<32012>;691;641
Scheibbs;<32013>;1971;2151
Steinakirchen am Forst;<32014>;1145;1159
Wang;<32015>;702;692
Wieselburg;<32016>;2121;2287
Wieselburg-Land;<32017>;1662;1736
Wolfpassing;<32018>;832;820
Wiener Neustadt;<30401>;22641;23815
Altenmarkt an der Triesting;<30602>;1024;1043
Berndorf;<30605>;4462;4614
Enzesfeld-Lindabrunn;<30608>;2054;2173
Furth an der Triesting;<30609>;435;430
Hernstein;<30614>;789;778
Hirtenberg;<30615>;1424;1141
Pottenstein;<30627>;1430;1459
Weissenbach an der Triesting;<30645>;847;876
Annaberg;<31401>;255;255
Eschenau;<31402>;645;665
Hainfeld;<31403>;1867;1889
Hohenberg;<31404>;729;731
Kaumberg;<31405>;552;518
Kleinzell;<31406>;433;421
Lilienfeld;<31407>;1292;1343
Mitterbach am Erlaufsee;<31408>;232;247
Ramsau;<31409>;434;397
Rohrbach an der Gölsen;<31410>;771;768
St. Aegyd am Neuwalde;<31411>;925;909
St. Veit an der Gölsen;<31412>;1898;1950
Traisen;<31413>;1667;1790
Türnitz;<31414>;957;934
Altendorf;<31801>;186;171
Aspangberg-St. Peter;<31803>;940;947
Aspang-Markt;<31802>;848;916
Breitenau;<31804>;773;792
Breitenstein;<31805>;173;131
Buchbach;<31806>;178;190
Bürg-Vöstenhof;<31842>;77;85
Edlitz;<31807>;448;441
Enzenreith;<31808>;971;1012
Feistritz am Wechsel;<31809>;523;507
Gloggnitz;<31810>;2758;3057
Grafenbach-St. Valentin;<31811>;1108;1146
Grimmenstein;<31812>;633;685
Grünbach am Schneeberg;<31813>;773;815
Höflein an der Hohen Wand;<31849>;445;444
Kirchberg am Wechsel;<31814>;1196;1245
Mönichkirchen;<31815>;302;315
Natschbach-Loipersbach;<31817>;863;848
Neunkirchen;<31818>;6093;6527
Otterthal;<31820>;280;298
Payerbach;<31821>;1011;1044
Pitten;<31823>;1393;1479
Prigglitz;<31825>;223;200
Puchberg am Schneeberg;<31826>;1312;1366
Raach am Hochgebirge;<31827>;157;145
Reichenau an der Rax;<31829>;1265;1308
St. Corona am Wechsel;<31830>;197;201
St. Egyden am Steinfeld;<31831>;1036;1092
Scheiblingkirchen-Thernberg;<31832>;942;972
Schottwien;<31833>;327;330
Schrattenbach;<31834>;198;192
Schwarzau am Steinfeld;<31835>;980;1066
Schwarzau im Gebirge;<31836>;335;277
Seebenstein;<31837>;705;765
Semmering;<31838>;266;271
Ternitz;<31839>;7064;7576
Thomasberg;<31840>;651;605
Trattenbach;<31841>;260;267
Warth;<31843>;765;743
Wartmannstetten;<31844>;817;808
Willendorf;<31845>;473;510
Wimpassing im Schwarzatale;<31846>;766;832
Würflach;<31847>;753;845
Zöbern;<31848>;709;684
Bad Erlach;<32306>;1511;1714
Bad Fischau-Brunn;<32301>;1691;1786
Bad Schönau;<32302>;362;365
Bromberg;<32325>;602;581
Ebenfurth;<32304>;1529;1653
Eggendorf;<32305>;2493;2559
Felixdorf;<32307>;2173;2240
Gutenstein;<32308>;605;662
Hochneukirchen-Gschaidt;<32309>;834;799
Hochwolkersdorf;<32310>;504;512
Hohe Wand;<32311>;719;701
Hollenthon;<32312>;488;513
Katzelsdorf;<32313>;1566;1658
Kirchschlag in der Buckligen Welt;<32314>;1393;1427
Krumbach;<32315>;1174;1137
Lanzenkirchen;<32316>;1966;2046
Lichtenegg;<32317>;502;551
Lichtenwörth;<32318>;1340;1396
Markt Piesting;<32319>;1542;1564
Matzendorf-Hölles;<32320>;1043;1065
Miesenbach;<32321>;329;342
Muggendorf;<32322>;249;268
Pernitz;<32323>;1210;1266
Rohr im Gebirge;<32324>;241;212
Schwarzenbach;<32326>;439;474
Sollenau;<32327>;2550;2681
Theresienfeld;<32330>;1891;1926
Waidmannsfeld;<32331>;740;782
Waldegg;<32332>;1002;1017
Walpersbach;<32333>;577;591
Weikersdorf am Steinfelde;<32334>;542;526
Wiesmath;<32335>;756;770
Winzendorf-Muthmannsdorf;<32336>;943;938
Wöllersdorf-Steinabrückl;<32337>;2343;2389
Zillingdorf;<32338>;1020;1053
St. Pölten;<30201>;27401;28477
Altlengbach;<31901>;1493;1628
Asperhofen;<31902>;1141;1125
Böheimkirchen;<31903>;2505;2616
Brand-Laaben;<31904>;642;632
Eichgraben;<31905>;2338;2367
Frankenfels;<31906>;978;956
Gerersdorf;<31907>;493;522
Hafnerbach;<31910>;836;815
Haunoldstein;<31911>;612;628
Herzogenburg;<31912>;3794;4029
Hofstetten-Grünau;<31909>;1358;1344
Inzersdorf-Getzersdorf;<31913>;810;797
Kapelln;<31915>;667;696
Karlstetten;<31916>;1073;1104
Kasten bei Böheimkirchen;<31917>;700;680
Kirchberg an der Pielach;<31918>;1579;1587
Kirchstetten;<31919>;1067;1127
Loich;<31920>;289;292
Maria Anzbach;<31921>;1439;1570
Markersdorf-Haindorf;<31922>;1029;1058
Michelbach;<31923>;433;432
Neidling;<31925>;732;759
Neulengbach;<31926>;4073;4272
Neustift-Innermanzing;<31927>;780;800
Nußdorf ob der Traisen;<31928>;908;915
Ober-Grafendorf;<31929>;2275;2312
Obritzberg-Rust;<31930>;1180;1159
Prinzersdorf;<31932>;769;802
Pyhra;<31934>;1828;1810
Rabenstein an der Pielach;<31935>;1273;1241
St. Margarethen an der Sierning;<31938>;514;498
Schwarzenbach an der Pielach;<31939>;204;172
Statzendorf;<31940>;692;734
Stössing;<31941>;426;418
Traismauer;<31943>;3176;3215
Weinburg;<31945>;694;713
Perschling;<31946>;721;710
Wilhelmsburg;<31947>;3226;3351
Wölbling;<31948>;1246;1257
Krems an der Donau;<30101>;12195;12642
Amaliendorf-Aalfang;<30902>;525;553
Bad Großpertholz;<30910>;694;614
Brand-Nagelberg;<30903>;742;743
Eggern;<30904>;340;328
Eisgarn;<30906>;353;328
Gmünd;<30908>;2556;2682
Großdietmanns;<30909>;1125;1080
Großschönau;<30912>;625;596
Haugschlag;<30915>;248;227
Heidenreichstein;<30916>;1907;1975
Hirschbach;<30917>;295;291
Hoheneich;<30920>;688;701
Kirchberg am Walde;<30921>;645;660
Litschau;<30925>;1081;1111
Moorbad Harbach;<30913>;375;346
Reingers;<30929>;327;289
St. Martin;<30932>;531;543
Schrems;<30935>;2603;2753
Unserfrau-Altweitra;<30939>;500;488
Waldenstein;<30940>;602;576
Weitra;<30942>;1289;1340
Altenburg;<31101>;401;400
Brunn an der Wild;<31102>;413;431
Burgschleinitz-Kühnring;<31103>;700;637
Drosendorf-Zissersdorf;<31104>;590;617
Eggenburg;<31105>;1667;1798
Gars am Kamp;<31106>;1702;1770
Geras;<31107>;649;620
Horn;<31109>;3034;3375
Irnfritz-Messern;<31110>;718;715
Japons;<31111>;365;345
Langau;<31113>;334;352
Meiseldorf;<31114>;437;424
Pernegg;<31117>;353;352
Röhrenbach;<31119>;262;251
Röschitz;<31120>;540;520
Rosenburg-Mold;<31121>;429;418
St. Bernhard-Frauenhofen;<31123>;642;653
Sigmundsherberg;<31124>;859;817
Straning-Grafenberg;<31130>;369;343
Weitersfeld;<31129>;772;764
Aggsbach;<31301>;318;325
Albrechtsberg an der Großen Krems;<31302>;499;506
Bergern im Dunkelsteinerwald;<31303>;626;673
Droß;<31356>;520;519
Dürnstein;<31304>;398;430
Furth bei Göttweig;<31309>;1470;1494
Gedersdorf;<31310>;1093;1038
Gföhl;<31311>;1885;1882
Grafenegg;<31308>;1568;1629
Hadersdorf-Kammern;<31315>;948;1018
Jaidhof;<31319>;612;610
Krumau am Kamp;<31321>;372;381
Langenlois;<31322>;3643;3826
Lengenfeld;<31323>;709;713
Lichtenau im Waldviertel;<31324>;1028;1030
Maria Laach am Jauerling;<31326>;469;450
Mautern an der Donau;<31327>;1640;1842
Mühldorf;<31330>;621;652
Paudorf;<31333>;1266;1311
Rastenfeld;<31336>;796;805
Rohrendorf bei Krems;<31337>;1063;1062
Rossatz-Arnsdorf;<31338>;502;565
St. Leonhard am Hornerwald;<31340>;545;545
Schönberg am Kamp;<31355>;921;951
Senftenberg;<31343>;941;985
Spitz;<31344>;774;790
Straß im Straßertale;<31346>;884;866
Stratzing;<31347>;432;474
Weinzierl am Walde;<31350>;646;598
Weißenkirchen in der Wachau;<31351>;688;712
Dietmanns;<32202>;494;531
Dobersberg;<32203>;807;757
Gastern;<32206>;601;580
Groß-Siegharts;<32207>;1355;1355
Karlstein an der Thaya;<32209>;740;743
Kautzen;<32210>;571;511
Ludweis-Aigen;<32212>;467;436
Pfaffenschlag bei Waidhofen a.d.Thaya<32214>;<32214>;468;455
Raabs an der Thaya;<32216>;1283;1348
Thaya;<32217>;711;688
Vitis;<32219>;1343;1306
Waidhofen an der Thaya;<32220>;2505;2784
Waidhofen an der Thaya-Land;<32221>;652;635
Waldkirchen an der Thaya;<32222>;242;251
Windigsteig;<32223>;438;474
Allentsteig;<32501>;856;880
Altmelon;<32519>;441;414
Arbesbach;<32502>;833;758
Bärnkopf;<32503>;178;172
Echsenbach;<32504>;669;608
Göpfritz an der Wild;<32505>;910;896
Grafenschlag;<32506>;430;423
Groß Gerungs;<32508>;2272;2164
Großgöttfritz;<32509>;718;643
Gutenbrunn;<32511>;248;258
Kirchschlag;<32514>;321;307
Kottes-Purk;<32515>;705;746
Langschlag;<32516>;892;833
Martinsberg;<32517>;554;531
Ottenschlag;<32518>;506;507
Pölla;<32520>;463;446
Rappottenstein;<32521>;897;827
Sallingberg;<32522>;646;634
Schönbach;<32523>;418;349
Schwarzenau;<32524>;763;752
Schweiggers;<32525>;1015;1009
Traunstein;<32528>;507;485
Waldhausen;<32529>;622;598
Zwettl-Niederösterreich;<32530>;5255;5468
Drösing;<30810>;536;570
Dürnkrut;<30811>;1099;1151
Hauskirchen;<30826>;629;654
Hohenau an der March;<30827>;1322;1435
Jedenspeigen;<30829>;558;548
Neusiedl an der Zaya;<30841>;615;615
Palterndorf-Dobermannsdorf;<30845>;659;682
Ringelsdorf-Niederabsdorf;<30850>;621;613
Sulz im Weinviertel;<30857>;603;598
Zistersdorf;<30863>;2627;2729
Alberndorf im Pulkautal;<31001>;365;380
Göllersdorf;<31008>;1577;1535
Grabern;<31009>;847;887
Guntersdorf;<31014>;589;567
Hadres;<31015>;842;861
Hardegg;<31016>;643;666
Haugsdorf;<31018>;807;790
Heldenberg;<31019>;712;677
Hohenwarth-Mühlbach a.M.;<31021>;625;695
Hollabrunn;<31022>;5804;6140
Mailberg;<31025>;290;290
Maissau;<31026>;965;973
Nappersdorf-Kammersdorf;<31028>;615;587
Pernersdorf;<31033>;515;525
Pulkau;<31035>;746;760
Ravelsbach;<31036>;812;819
Retz;<31037>;2121;2119
Retzbach;<31038>;479;533
Schrattenthal;<31041>;444;450
Seefeld-Kadolz;<31042>;494;488
Sitzendorf an der Schmida;<31043>;1088;1055
Wullersdorf;<31051>;1194;1192
Zellerndorf;<31052>;1228;1196
Ziersdorf;<31053>;1652;1693
Altlichtenwarth;<31601>;391;359
Asparn an der Zaya;<31603>;938;939
Bernhardsthal;<31604>;792;793
Drasenhofen;<31606>;542;549
Falkenstein;<31608>;230;258
Fallbach;<31609>;400;402
Gaubitsch;<31611>;455;418
Gaweinstal;<31612>;1985;2037
Gnadendorf;<31613>;567;583
Großharras;<31616>;564;543
Großkrut;<31617>;830;810
Hausbrunn;<31620>;448;423
Herrnbaumgarten;<31621>;482;464
Laa an der Thaya;<31629>;3082;3164
Ladendorf;<31630>;1167;1134
Mistelbach;<31633>;5568;6024
Neudorf im Weinviertel;<31634>;696;694
Niederleis;<31636>;430;445
Ottenthal;<31658>;275;262
Poysdorf;<31644>;2744;2756
Rabensburg;<31645>;536;555
Schrattenberg;<31646>;410;424
Staatz;<31649>;945;972
Stronsdorf;<31650>;797;815
Unterstinkenbrunn;<31652>;298;257
Wildendürnbach;<31653>;775;775
Wilfersdorf;<31654>;1035;1057
Aderklaa;<30801>;110;88
Andlersdorf;<30802>;60;67
Angern an der March;<30803>;1698;1738
Auersthal;<30804>;970;960
Bad Pirawarth;<30805>;885;889
Deutsch-Wagram;<30808>;4395;4623
Ebenthal;<30812>;472;431
Eckartsau;<30813>;686;667
Engelhartstetten;<30814>;1030;1063
Gänserndorf;<30817>;5714;6118
Glinzendorf;<30819>;163;166
Groß-Enzersdorf;<30821>;5708;6032
Großhofen;<30822>;56;50
Groß-Schweinbarth;<30824>;666;647
Haringsee;<30825>;572;598
Hohenruppersdorf;<30828>;476;469
Lassee;<30830>;1489;1463
Leopoldsdorf im Marchfeld;<30831>;1429;1464
Mannsdorf an der Donau;<30834>;192;163
Marchegg;<30835>;1472;1516
Markgrafneusiedl;<30836>;426;466
Matzen-Raggendorf;<30838>;1380;1405
Obersiebenbrunn;<30842>;888;862
Orth an der Donau;<30844>;1033;1140
Parbasdorf;<30846>;89;84
Prottes;<30848>;717;735
Raasdorf;<30849>;349;316
Schönkirchen-Reyersdorf;<30852>;993;990
Spannberg;<30854>;493;494
Strasshof an der Nordbahn;<30856>;5483;5602
Untersiebenbrunn;<30858>;871;897
Velm-Götzendorf;<30859>;386;379
Weiden an der March;<30865>;508;477
Weikendorf;<30860>;999;1043
Bisamberg;<31201>;2338;2491
Enzersfeld;<31202>;868;913
Ernstbrunn;<31203>;1658;1614
Gerasdorf bei Wien;<31235>;5817;5849
Großmugl;<31204>;825;802
Großrußbach;<31205>;1100;1134
Hagenbrunn;<31206>;1196;1167
Harmannsdorf;<31207>;2002;2028
Hausleiten;<31208>;1888;1961
Korneuburg;<31213>;6495;6839
Langenzersdorf;<31214>;3908;4176
Leitzersdorf;<31215>;590;560
Leobendorf;<31216>;2476;2497
Niederhollabrunn;<31234>;788;760
Rußbach;<31224>;695;703
Sierndorf;<31226>;2016;1970
Spillern;<31227>;1219;1236
Stetteldorf am Wagram;<31228>;541;506
Stetten;<31229>;667;695
Stockerau;<31230>;8094;8695
Bockfließ;<31605>;668;660
Großebersdorf;<31614>;1112;1114
Großengersdorf;<31615>;729;748
Hochleithen;<31622>;566;570
Kreuttal;<31627>;731;737
Kreuzstetten;<31628>;772;800
Pillichsdorf;<31642>;613;568
Ulrichskirchen-Schleinbach;<31651>;1299;1332
Wolkersdorf im Weinviertel;<31655>;3565;3777
Gablitz;<31949>;2477;2542
Mauerbach;<31950>;1729;1845
Pressbaum;<31951>;3739;4023
Purkersdorf;<31952>;4747;5143
Tullnerbach;<31953>;1446;1477
Wolfsgraben;<31954>;855;905
Absdorf;<32101>;1084;1145
Atzenbrugg;<32104>;1538;1609
Fels am Wagram;<32106>;1183;1185
Grafenwörth;<32107>;1522;1668
Großriedenthal;<32109>;481;459
Großweikersdorf;<32110>;1584;1661
Judenau-Baumgarten;<32112>;1149;1138
Kirchberg am Wagram;<32114>;1814;1896
Klosterneuburg;<32144>;13187;14401
Königsbrunn am Wagram;<32115>;700;704
Königstetten;<32116>;1266;1310
Langenrohr;<32119>;1209;1221
Michelhausen;<32120>;1851;1845
Muckendorf-Wipfing;<32143>;837;854
St. Andrä-Wördern;<32142>;3816;4083
Sieghartskirchen;<32131>;3788;3849
Sitzenberg-Reidling;<32132>;1145;1233
Tulbing;<32134>;1503;1523
Tulln an der Donau;<32135>;7961;8419
Würmla;<32139>;771;772
Zeiselmauer-Wolfpassing;<32140>;1128;1137
Zwentendorf an der Donau;<32141>;2071;2062
Alland;<30601>;1295;1311
Bad Vöslau;<30603>;5942;6370
Baden;<30604>;12117;13700
Blumau-Neurißhof;<30646>;940;951
Ebreichsdorf;<30607>;5616;5806
Günselsdorf;<30612>;809;888
Heiligenkreuz;<30613>;798;734
Klausen-Leopoldsdorf;<30616>;811;896
Kottingbrunn;<30618>;3545;3758
Leobersdorf;<30620>;2407;2539
Mitterndorf an der Fischa;<30621>;1473;1478
Oberwaltersdorf;<30623>;2364;2492
Pfaffstätten;<30625>;1756;1821
Pottendorf;<30626>;3671;3651
Reisenberg;<30629>;899;851
Schönau an der Triesting;<30631>;1046;1091
Seibersdorf;<30633>;770;759
Sooß;<30635>;515;527
Tattendorf;<30636>;727;713
Teesdorf;<30637>;875;930
Traiskirchen;<30639>;9273;9501
Trumau;<30641>;1830;1888
Au am Leithaberge;<30701>;465;486
Bad Deutsch-Altenburg;<30702>;894;1012
Berg;<30703>;435;479
Bruck an der Leitha;<30704>;3970;4183
Ebergassing;<30729>;1981;2025
Enzersdorf an der Fischa;<30706>;1701;1721
Fischamend;<30730>;2676;2902
Göttlesbrunn-Arbesthal;<30708>;711;739
Götzendorf an der Leitha;<30709>;1068;1079
Gramatneusiedl;<30731>;1792;1847
Hainburg a.d. Donau;<30710>;3352;3623
Haslau-Maria Ellend;<30711>;1000;1035
Himberg;<30732>;3713;3856
Hof am Leithaberge;<30713>;799;793
Höflein;<30712>;600;632
Hundsheim;<30715>;297;344
Klein-Neusiedl;<30733>;466;504
Lanzendorf;<30734>;947;958
Leopoldsdorf;<30735>;2590;2660
Mannersdorf am Leithagebirge;<30716>;2025;2085
Maria-Lanzendorf;<30736>;1053;1103
Moosbrunn;<30737>;877;901
Petronell-Carnuntum;<30718>;643;626
Prellenkirchen;<30719>;827;793
Rauchenwarth;<30738>;383;392
Rohrau;<30721>;818;821
Scharndorf;<30722>;617;586
Schwadorf;<30739>;1089;1131
Schwechat;<30740>;10114;10261
Sommerein;<30724>;1023;1080
Trautmannsdorf an der Leitha;<30726>;1496;1509
Wolfsthal;<30728>;571;605
Zwölfaxing;<30741>;879;864
Achau;<31701>;704;698
Biedermannsdorf;<31702>;1505;1630
Breitenfurt bei Wien;<31703>;2866;3025
Brunn am Gebirge;<31704>;5850;6174
Gaaden;<31706>;805;845
Gießhübl;<31707>;1147;1228
Gumpoldskirchen;<31709>;1883;2038
Guntramsdorf;<31710>;4494;4658
Hennersdorf;<31711>;753;787
Hinterbrühl;<31712>;1904;2040
Kaltenleutgeben;<31713>;1650;1700
Laab im Walde;<31714>;520;594
Laxenburg;<31715>;1354;1536
Maria Enzersdorf;<31716>;4085;4574
Mödling;<31717>;9794;10765
Münchendorf;<31718>;1517;1563
Perchtoldsdorf;<31719>;7210;7768
Vösendorf;<31723>;3556;3817
Wiener Neudorf;<31725>;4508;4802
Wienerwald;<31726>;1414;1479
Wien 1.,Innere Stadt;<90101>;7744;8123
Wien 2.,Leopoldstadt;<90201>;51996;53241
Wien 3.,Landstraße;<90301>;45107;48141
