2023;;;
name_;code_;male_;female_
Pottenstein;<30627>;1467;1522
Weissenbach an der Triesting;<30645>;860;886
Annaberg;<31401>;247;259
Eschenau;<31402>;628;659
Hainfeld;<31403>;1915;1915
Hohenberg;<31404>;710;729
Kaumberg;<31405>;542;520
Kleinzell;<31406>;439;441
Lilienfeld;<31407>;1297;1333
Mitterbach am Erlaufsee;<31408>;225;240
Ramsau;<31409>;422;400
Rohrbach an der Gölsen;<31410>;766;766
St. Aegyd am Neuwalde;<31411>;902;896
St. Veit an der Gölsen;<31412>;1906;1927
Traisen;<31413>;1662;1752
Türnitz;<31414>;941;941
Altendorf;<31801>;190;173
Aspangberg-St. Peter;<31803>;947;959
Aspang-Markt;<31802>;860;933
Breitenau;<31804>;776;790
Breitenstein;<31805>;171;127
Buchbach;<31806>;178;175
Bürg-Vöstenhof;<31842>;76;81
Edlitz;<31807>;456;444
Enzenreith;<31808>;965;1013
Feistritz am Wechsel;<31809>;519;512
Gloggnitz;<31810>;2810;3085
Grafenbach-St. Valentin;<31811>;1141;1163
Grimmenstein;<31812>;632;686
Grünbach am Schneeberg;<31813>;789;821
Höflein an der Hohen Wand;<31849>;437;453
Kirchberg am Wechsel;<31814>;1215;1279
Mönichkirchen;<31815>;304;305
Natschbach-Loipersbach;<31817>;858;875
Neunkirchen;<31818>;6171;6643
Otterthal;<31820>;267;287
Payerbach;<31821>;1011;1049
Pitten;<31823>;1398;1490
Prigglitz;<31825>;222;211
Puchberg am Schneeberg;<31826>;1336;1385
Raach am Hochgebirge;<31827>;169;156
Reichenau an der Rax;<31829>;1256;1311
St. Corona am Wechsel;<31830>;191;197
St. Egyden am Steinfeld;<31831>;1084;1112
Scheiblingkirchen-Thernberg;<31832>;954;998
Schottwien;<31833>;315;349
Schrattenbach;<31834>;197;204
Schwarzau am Steinfeld;<31835>;1008;1131
Schwarzau im Gebirge;<31836>;342;288
Seebenstein;<31837>;710;793
Semmering;<31838>;288;347
Ternitz;<31839>;7083;7610
Thomasberg;<31840>;645;596
Trattenbach;<31841>;256;267
Warth;<31843>;783;765
Wartmannstetten;<31844>;808;792
Willendorf;<31845>;467;508
Wimpassing im Schwarzatale;<31846>;806;818
Würflach;<31847>;785;861
Zöbern;<31848>;704;683
Bad Erlach;<32306>;1517;1705
Bad Fischau-Brunn;<32301>;1741;1819
Bad Schönau;<32302>;371;371
Bromberg;<32325>;595;590
Ebenfurth;<32304>;1518;1624
Eggendorf;<32305>;2501;2583
Felixdorf;<32307>;2211;2291
Gutenstein;<32308>;612;660
Hochneukirchen-Gschaidt;<32309>;822;811
Hochwolkersdorf;<32310>;494;507
Hohe Wand;<32311>;750;722
Hollenthon;<32312>;472;505
Katzelsdorf;<32313>;1569;1644
Kirchschlag in der Buckligen Welt;<32314>;1395;1406
Krumbach;<32315>;1213;1197
Lanzenkirchen;<32316>;2093;2184
Lichtenegg;<32317>;502;555
Lichtenwörth;<32318>;1410;1483
Markt Piesting;<32319>;1534;1611
Matzendorf-Hölles;<32320>;1047;1078
Miesenbach;<32321>;317;330
Muggendorf;<32322>;240;272
Pernitz;<32323>;1215;1273
Rohr im Gebirge;<32324>;228;204
Schwarzenbach;<32326>;451;476
Sollenau;<32327>;2653;2799
Theresienfeld;<32330>;2071;2118
Waidmannsfeld;<32331>;755;799
Waldegg;<32332>;1000;1031
Walpersbach;<32333>;604;628
Weikersdorf am Steinfelde;<32334>;556;540
Wiesmath;<32335>;759;787
Winzendorf-Muthmannsdorf;<32336>;947;913
Wöllersdorf-Steinabrückl;<32337>;2466;2542
Zillingdorf;<32338>;1059;1108
St. Pölten;<30201>;28364;29275
Altlengbach;<31901>;1511;1670
Asperhofen;<31902>;1179;1190
Böheimkirchen;<31903>;2507;2625
Brand-Laaben;<31904>;647;613
Eichgraben;<31905>;2386;2417
Frankenfels;<31906>;964;949
Gerersdorf;<31907>;524;545
Hafnerbach;<31910>;858;849
Haunoldstein;<31911>;604;624
Herzogenburg;<31912>;3851;4085
Hofstetten-Grünau;<31909>;1368;1357
Inzersdorf-Getzersdorf;<31913>;860;841
Kapelln;<31915>;666;692
Karlstetten;<31916>;1106;1156
Kasten bei Böheimkirchen;<31917>;729;707
Kirchberg an der Pielach;<31918>;1592;1603
Kirchstetten;<31919>;1107;1165
Loich;<31920>;272;285
Maria Anzbach;<31921>;1570;1720
Markersdorf-Haindorf;<31922>;1006;1015
Michelbach;<31923>;438;422
Neidling;<31925>;727;741
Neulengbach;<31926>;4173;4436
Neustift-Innermanzing;<31927>;789;804
Nußdorf ob der Traisen;<31928>;938;969
Ober-Grafendorf;<31929>;2381;2391
Obritzberg-Rust;<31930>;1195;1160
Prinzersdorf;<31932>;809;866
Pyhra;<31934>;1816;1837
Rabenstein an der Pielach;<31935>;1262;1252
St. Margarethen an der Sierning;<31938>;542;515
Schwarzenbach an der Pielach;<31939>;195;159
Statzendorf;<31940>;689;733
Stössing;<31941>;427;421
Traismauer;<31943>;3211;3263
Weinburg;<31945>;691;689
Perschling;<31946>;759;760
Wilhelmsburg;<31947>;3180;3281
Wölbling;<31948>;1251;1248
Krems an der Donau;<30101>;12350;12921
Amaliendorf-Aalfang;<30902>;551;553
Bad Großpertholz;<30910>;689;627
Brand-Nagelberg;<30903>;715;738
Eggern;<30904>;344;334
Eisgarn;<30906>;354;347
Gmünd;<30908>;2508;2665
Großdietmanns;<30909>;1120;1061
Großschönau;<30912>;628;599
Haugschlag;<30915>;244;241
Heidenreichstein;<30916>;1862;1949
Hirschbach;<30917>;287;294
Hoheneich;<30920>;677;721
Kirchberg am Walde;<30921>;631;638
Litschau;<30925>;1067;1072
Moorbad Harbach;<30913>;369;341
Reingers;<30929>;318;294
St. Martin;<30932>;526;531
Schrems;<30935>;2570;2703
Unserfrau-Altweitra;<30939>;514;481
Waldenstein;<30940>;599;576
Weitra;<30942>;1267;1334
Altenburg;<31101>;415;427
Brunn an der Wild;<31102>;421;419
Burgschleinitz-Kühnring;<31103>;703;619
Drosendorf-Zissersdorf;<31104>;584;622
Eggenburg;<31105>;1687;1850
Gars am Kamp;<31106>;1732;1756
Geras;<31107>;645;636
Horn;<31109>;3071;3431
Irnfritz-Messern;<31110>;715;717
Japons;<31111>;354;340
Langau;<31113>;342;357
Meiseldorf;<31114>;432;423
Pernegg;<31117>;337;342
Röhrenbach;<31119>;252;243
Röschitz;<31120>;546;551
Rosenburg-Mold;<31121>;431;453
St. Bernhard-Frauenhofen;<31123>;635;641
Sigmundsherberg;<31124>;871;840
Straning-Grafenberg;<31130>;354;338
Weitersfeld;<31129>;767;753
Aggsbach;<31301>;307;315
Albrechtsberg an der Großen Krems;<31302>;505;502
Bergern im Dunkelsteinerwald;<31303>;643;686
Droß;<31356>;523;493
Dürnstein;<31304>;377;415
Furth bei Göttweig;<31309>;1502;1542
Gedersdorf;<31310>;1095;1041
Gföhl;<31311>;1885;1907
Grafenegg;<31308>;1608;1671
Hadersdorf-Kammern;<31315>;941;1040
Jaidhof;<31319>;626;639
Krumau am Kamp;<31321>;381;368
Langenlois;<31322>;3675;3907
Lengenfeld;<31323>;696;710
Lichtenau im Waldviertel;<31324>;1034;1022
Maria Laach am Jauerling;<31326>;463;447
Mautern an der Donau;<31327>;1618;1800
Mühldorf;<31330>;618;648
Paudorf;<31333>;1330;1372
Rastenfeld;<31336>;812;791
Rohrendorf bei Krems;<31337>;1045;1055
Rossatz-Arnsdorf;<31338>;506;574
St. Leonhard am Hornerwald;<31340>;561;553
Schönberg am Kamp;<31355>;918;941
Senftenberg;<31343>;957;972
Spitz;<31344>;764;800
Straß im Straßertale;<31346>;899;886
Stratzing;<31347>;406;469
Weinzierl am Walde;<31350>;629;581
Weißenkirchen in der Wachau;<31351>;689;716
Dietmanns;<32202>;502;536
Dobersberg;<32203>;793;760
Gastern;<32206>;592;569
Groß-Siegharts;<32207>;1353;1340
Karlstein an der Thaya;<32209>;731;741
Kautzen;<32210>;569;511
Ludweis-Aigen;<32212>;448;434
Pfaffenschlag bei Waidhofen a.d.Thaya;<32214>;468;471
Raabs an der Thaya;<32216>;1318;1338
Thaya;<32217>;728;710
Vitis;<32219>;1384;1330
Waidhofen an der Thaya;<32220>;2477;2742
Waidhofen an der Thaya-Land;<32221>;645;639
Waldkirchen an der Thaya;<32222>;236;245
Windigsteig;<32223>;449;492
Allentsteig;<32501>;847;885
Altmelon;<32519>;440;427
Arbesbach;<32502>;834;753
Bärnkopf;<32503>;171;175
Echsenbach;<32504>;676;611
Göpfritz an der Wild;<32505>;895;884
Grafenschlag;<32506>;421;411
Groß Gerungs;<32508>;2292;2216
Großgöttfritz;<32509>;695;638
Gutenbrunn;<32511>;238;257
Kirchschlag;<32514>;315;302
Kottes-Purk;<32515>;720;732
Langschlag;<32516>;892;818
Martinsberg;<32517>;543;522
Ottenschlag;<32518>;503;528
Pölla;<32520>;459;449
Rappottenstein;<32521>;901;841
Sallingberg;<32522>;629;641
Schönbach;<32523>;407;351
Schwarzenau;<32524>;755;740
Schweiggers;<32525>;1029;1022
Traunstein;<32528>;510;485
Waldhausen;<32529>;625;578
Zwettl-Niederösterreich;<32530>;5241;5461
Drösing;<30810>;550;569
Dürnkrut;<30811>;1086;1153
Hauskirchen;<30826>;634;661
Hohenau an der March;<30827>;1351;1434
Jedenspeigen;<30829>;556;556
Neusiedl an der Zaya;<30841>;635;603
Palterndorf-Dobermannsdorf;<30845>;665;695
Ringelsdorf-Niederabsdorf;<30850>;647;639
Sulz im Weinviertel;<30857>;627;616
Zistersdorf;<30863>;2665;2810
Alberndorf im Pulkautal;<31001>;361;363
Göllersdorf;<31008>;1644;1585
Grabern;<31009>;844;897
Guntersdorf;<31014>;601;575
Hadres;<31015>;870;885
Hardegg;<31016>;652;661
Haugsdorf;<31018>;812;803
Heldenberg;<31019>;738;724
Hohenwarth-Mühlbach a.M.;<31021>;612;697
Hollabrunn;<31022>;5941;6321
Mailberg;<31025>;275;276
Maissau;<31026>;965;979
Nappersdorf-Kammersdorf;<31028>;606;580
Pernersdorf;<31033>;535;545
Pulkau;<31035>;743;762
Ravelsbach;<31036>;812;831
Retz;<31037>;2140;2139
Retzbach;<31038>;469;535
Schrattenthal;<31041>;444;451
Seefeld-Kadolz;<31042>;486;477
Sitzendorf an der Schmida;<31043>;1104;1061
Wullersdorf;<31051>;1228;1218
Zellerndorf;<31052>;1236;1187
Ziersdorf;<31053>;1677;1711
Altlichtenwarth;<31601>;392;372
Asparn an der Zaya;<31603>;943;968
Bernhardsthal;<31604>;790;802
Drasenhofen;<31606>;558;576
Falkenstein;<31608>;258;293
Fallbach;<31609>;409;392
Gaubitsch;<31611>;461;442
Gaweinstal;<31612>;2022;2098
Gnadendorf;<31613>;586;591
Großharras;<31616>;548;534
Großkrut;<31617>;877;832
Hausbrunn;<31620>;450;428
Herrnbaumgarten;<31621>;482;466
Laa an der Thaya;<31629>;3091;3184
Ladendorf;<31630>;1177;1154
Mistelbach;<31633>;5763;6262
Neudorf im Weinviertel;<31634>;702;706
Niederleis;<31636>;445;466
Ottenthal;<31658>;266;261
Poysdorf;<31644>;2782;2903
Rabensburg;<31645>;521;557
Schrattenberg;<31646>;426;430
Staatz;<31649>;955;964
Stronsdorf;<31650>;789;788
Unterstinkenbrunn;<31652>;297;260
Wildendürnbach;<31653>;784;767
Wilfersdorf;<31654>;1037;1047
Aderklaa;<30801>;119;107
Andlersdorf;<30802>;75;79
Angern an der March;<30803>;1715;1750
Auersthal;<30804>;978;999
Bad Pirawarth;<30805>;892;897
Deutsch-Wagram;<30808>;4418;4756
Ebenthal;<30812>;488;443
Eckartsau;<30813>;687;654
Engelhartstetten;<30814>;1075;1117
Gänserndorf;<30817>;5794;6218
Glinzendorf;<30819>;175;175
Groß-Enzersdorf;<30821>;5852;6191
Großhofen;<30822>;54;48
Groß-Schweinbarth;<30824>;674;668
Haringsee;<30825>;572;591
Hohenruppersdorf;<30828>;467;474
Lassee;<30830>;1500;1490
Leopoldsdorf im Marchfeld;<30831>;1456;1490
Mannsdorf an der Donau;<30834>;172;167
Marchegg;<30835>;1516;1583
Markgrafneusiedl;<30836>;420;462
Matzen-Raggendorf;<30838>;1438;1453
Obersiebenbrunn;<30842>;889;875
Orth an der Donau;<30844>;1040;1125
Parbasdorf;<30846>;92;82
Prottes;<30848>;714;731
Raasdorf;<30849>;345;385
Schönkirchen-Reyersdorf;<30852>;1010;992
Spannberg;<30854>;493;495
Strasshof an der Nordbahn;<30856>;5828;5958
Untersiebenbrunn;<30858>;879;899
Velm-Götzendorf;<30859>;398;383
Weiden an der March;<30865>;522;500
Weikendorf;<30860>;1002;1040
Bisamberg;<31201>;2375;2511
Enzersfeld;<31202>;894;941
Ernstbrunn;<31203>;1665;1638
Gerasdorf bei Wien;<31235>;5907;5964
Großmugl;<31204>;852;800
Großrußbach;<31205>;1101;1139
Hagenbrunn;<31206>;1215;1193
Harmannsdorf;<31207>;2021;2082
Hausleiten;<31208>;1873;1968
Korneuburg;<31213>;6734;6963
Langenzersdorf;<31214>;3872;4190
Leitzersdorf;<31215>;597;581
Leobendorf;<31216>;2547;2587
Niederhollabrunn;<31234>;775;735
Rußbach;<31224>;685;701
Sierndorf;<31226>;1983;1964
Spillern;<31227>;1252;1259
Stetteldorf am Wagram;<31228>;554;519
Stetten;<31229>;679;693
Stockerau;<31230>;8168;8806
Bockfließ;<31605>;635;640
Großebersdorf;<31614>;1146;1167
Großengersdorf;<31615>;760;767
Hochleithen;<31622>;547;559
Kreuttal;<31627>;731;757
Kreuzstetten;<31628>;835;861
Pillichsdorf;<31642>;642;615
Ulrichskirchen-Schleinbach;<31651>;1319;1360
Wolkersdorf im Weinviertel;<31655>;3600;3825
Gablitz;<31949>;2468;2574
Mauerbach;<31950>;1733;1857
Pressbaum;<31951>;3778;4085
Purkersdorf;<31952>;4735;5209
Tullnerbach;<31953>;1476;1507
Wolfsgraben;<31954>;880;909
Absdorf;<32101>;1184;1243
Atzenbrugg;<32104>;1643;1722
Fels am Wagram;<32106>;1202;1225
Grafenwörth;<32107>;1572;1719
Großriedenthal;<32109>;494;475
Großweikersdorf;<32110>;1618;1693
Judenau-Baumgarten;<32112>;1193;1166
Kirchberg am Wagram;<32114>;1881;1964
Klosterneuburg;<32144>;13392;14715
Königsbrunn am Wagram;<32115>;693;730
Königstetten;<32116>;1238;1309
Langenrohr;<32119>;1278;1304
Michelhausen;<32120>;2065;2051
Muckendorf-Wipfing;<32143>;854;856
St. Andrä-Wördern;<32142>;3835;4142
Sieghartskirchen;<32131>;3929;3954
Sitzenberg-Reidling;<32132>;1190;1276
Tulbing;<32134>;1599;1643
Tulln an der Donau;<32135>;8186;8746
Würmla;<32139>;820;784
Zeiselmauer-Wolfpassing;<32140>;1108;1137
Zwentendorf an der Donau;<32141>;2098;2083
Alland;<30601>;1304;1347
Bad Vöslau;<30603>;5971;6425
Baden;<30604>;12139;13878
Blumau-Neurißhof;<30646>;957;988
Ebreichsdorf;<30607>;5802;6058
Günselsdorf;<30612>;830;917
Heiligenkreuz;<30613>;850;766
Klausen-Leopoldsdorf;<30616>;807;870
Kottingbrunn;<30618>;3626;3842
Leobersdorf;<30620>;2574;2685
Mitterndorf an der Fischa;<30621>;1538;1545
Oberwaltersdorf;<30623>;2448;2565
Pfaffstätten;<30625>;1735;1802
Pottendorf;<30626>;3776;3715
Reisenberg;<30629>;897;869
Schönau an der Triesting;<30631>;1048;1070
Seibersdorf;<30633>;790;776
Sooß;<30635>;513;531
Tattendorf;<30636>;704;705
Teesdorf;<30637>;893;926
Traiskirchen;<30639>;9513;9637
Trumau;<30641>;1827;1930
Au am Leithaberge;<30701>;480;488
Bad Deutsch-Altenburg;<30702>;913;1066
Berg;<30703>;471;511
Bruck an der Leitha;<30704>;4046;4349
Ebergassing;<30729>;2048;2080
Enzersdorf an der Fischa;<30706>;1783;1801
Fischamend;<30730>;2750;2964
Göttlesbrunn-Arbesthal;<30708>;726;754
Götzendorf an der Leitha;<30709>;1120;1114
Gramatneusiedl;<30731>;1803;1899
Hainburg a.d. Donau;<30710>;3361;3621
Haslau-Maria Ellend;<30711>;980;1015
Himberg;<30732>;3949;4045
Hof am Leithaberge;<30713>;823;806
Höflein;<30712>;601;618
Hundsheim;<30715>;301;349
Klein-Neusiedl;<30733>;461;513
Lanzendorf;<30734>;940;1002
Leopoldsdorf;<30735>;2699;2749
Mannersdorf am Leithagebirge;<30716>;2089;2130
Maria-Lanzendorf;<30736>;1088;1147
Moosbrunn;<30737>;883;926
Petronell-Carnuntum;<30718>;647;633
Prellenkirchen;<30719>;845;826
Rauchenwarth;<30738>;409;422
Rohrau;<30721>;824;843
Scharndorf;<30722>;638;608
Schwadorf;<30739>;1147;1161
Schwechat;<30740>;10539;10627
Sommerein;<30724>;1086;1164
Trautmannsdorf an der Leitha;<30726>;1462;1493
Wolfsthal;<30728>;614;631
Zwölfaxing;<30741>;847;842
Achau;<31701>;792;800
Biedermannsdorf;<31702>;1504;1651
Breitenfurt bei Wien;<31703>;2919;3091
Brunn am Gebirge;<31704>;5944;6274
Gaaden;<31706>;776;825
Gießhübl;<31707>;1176;1270
Gumpoldskirchen;<31709>;1925;2092
Guntramsdorf;<31710>;4561;4724
Hennersdorf;<31711>;754;798
Hinterbrühl;<31712>;1927;2014
Kaltenleutgeben;<31713>;1624;1701
Laab im Walde;<31714>;513;581
Laxenburg;<31715>;1448;1617
Maria Enzersdorf;<31716>;4148;4682
Mödling;<31717>;9814;10816
Münchendorf;<31718>;1556;1632
Perchtoldsdorf;<31719>;7235;7741
Vösendorf;<31723>;3670;3918
Wiener Neudorf;<31725>;4654;4923
Wienerwald;<31726>;1442;1507
Wien 1.,Innere Stadt;<90101>;7951;8669
Wien 2.,Leopoldstadt;<90201>;53180;55089
Wien 3.,Landstraße;<90301>;46384;50372
