2023;;;
name_;code_;male_;female_
Wien 4.,Wieden;<90401>;16326;17307
Wien 5.,Margareten;<90501>;27428;27590
Wien 6.,Mariahilf;<90601>;15148;16275
Wien 7.,Neubau;<90701>;15277;16304
Wien 8.,Josefstadt;<90801>;12092;12582
Wien 9.,Alsergrund;<90901>;20056;22150
Wien 10.,Favoriten;<91001>;110463;107952
Wien 11.,Simmering;<91101>;53865;55173
Wien 12.,Meidling;<91201>;49586;50695
Wien 13.,Hietzing;<91301>;25956;29612
Wien 14.,Penzing;<91401>;47312;49516
Wien 15.,Rudolfsheim-Fünfhaus;<91501>;38663;37446
Wien 16.,Ottakring;<91601>;51319;51125
Wien 17.,Hernals;<91701>;27490;28543
Wien 18.,Währing;<91801>;23935;27624
Wien 19.,Döbling;<91901>;35301;40216
Wien 20.,Brigittenau;<92001>;42729;42961
Wien 21.,Floridsdorf;<92101>;89780;94115
Wien 22.,Donaustadt;<92201>;102325;110333
Wien 23.,Liesing;<92301>;56559;61323
Klagenfurt am Wörther See;<20101>;49883;54449
Villach;<20201>;31648;33487
Ebenthal in Kärnten;<20402>;4012;4128
Feistritz im Rosental;<20403>;1256;1283
Ferlach;<20405>;3670;3670
Grafenstein;<20409>;1500;1569
Keutschach am See;<20412>;1189;1251
Köttmannsdorf;<20414>;1598;1538
Krumpendorf am Wörthersee;<20415>;1654;1834
Ludmannsdorf;<20416>;911;887
Magdalensberg;<20442>;1803;1852
Maria Rain;<20417>;1326;1357
Maria Saal;<20418>;1968;2043
Maria Wörth;<20419>;750;876
Moosburg;<20421>;2211;2339
Poggersdorf;<20425>;1626;1651
Pörtschach am Wörther See;<20424>;1435;1502
St. Margareten im Rosental;<20428>;538;551
Schiefling am See;<20432>;1362;1344
Techelsberg am Wörther See;<20435>;1123;1151
Zell;<20441>;312;271
Afritz am See;<20701>;685;765
Arnoldstein;<20702>;3450;3592
Arriach;<20703>;681;648
Bad Bleiberg;<20705>;1093;1110
Feistritz an der Gail;<20707>;326;328
Feld am See;<20708>;544;532
Ferndorf;<20710>;1036;996
Finkenstein am Faaker See;<20711>;4775;4845
Fresach;<20712>;612;629
Hohenthurn;<20713>;412;485
Nötsch im Gailtal;<20719>;1139;1193
Paternion;<20720>;2794;2985
Rosegg;<20721>;939;948
St. Jakob im Rosental;<20722>;2137;2153
Stockenboi;<20723>;791;799
Treffen am Ossiacher See;<20724>;2258;2361
Velden am Wörther See;<20725>;4396;4731
Weißenstein;<20726>;1487;1459
Wernberg;<20727>;2733;2880
Dellach;<20302>;602;593
Gitschtal;<20320>;597;637
Hermagor-Pressegger See;<20305>;3399;3552
Kirchbach;<20306>;1263;1229
Kötschach-Mauthen;<20307>;1635;1705
Lesachtal;<20321>;647;617
St. Stefan im Gailtal;<20316>;772;803
Bad Kleinkirchheim;<20601>;824;858
Baldramsdorf;<20602>;897;951
Berg im Drautal;<20603>;616;613
Dellach im Drautal;<20604>;793;783
Flattach;<20607>;567;590
Gmünd in Kärnten;<20608>;1225;1295
Greifenburg;<20609>;875;862
Großkirchheim;<20605>;656;665
Heiligenblut am Großglockner;<20610>;489;475
Irschen;<20611>;1011;955
Kleblach-Lind;<20613>;581;578
Krems in Kärnten;<20642>;871;812
Lendorf;<20616>;883;870
Lurnfeld;<20643>;1294;1367
Mallnitz;<20618>;362;404
Malta;<20619>;918;984
Millstatt am See;<20620>;1685;1777
Mörtschach;<20622>;437;397
Mühldorf;<20624>;479;533
Oberdrauburg;<20625>;613;590
Obervellach;<20627>;1088;1118
Radenthein;<20630>;2776;3001
Rangersdorf;<20631>;829;861
Reißeck;<20644>;1064;1027
Rennweg am Katschberg;<20632>;843;862
Sachsenburg;<20633>;667;699
Seeboden am Millstätter See;<20634>;3176;3469
Spittal an der Drau;<20635>;7219;8051
Stall;<20636>;753;723
Steinfeld;<20637>;993;1016
Trebesing;<20638>;622;540
Weißensee;<20639>;378;391
Winklern;<20640>;595;607
Albeck;<21001>;476;502
Feldkirchen in Kärnten;<21002>;7042;7392
Glanegg;<21003>;932;846
Gnesau;<21004>;541;486
Himmelberg;<21005>;1181;1138
Ossiach;<21006>;425;472
Reichenau;<21007>;874;843
St. Urban;<21008>;804;755
Steindorf am Ossiacher See;<21009>;1891;1961
Steuerberg;<21010>;805;796
Althofen;<20501>;2364;2462
Brückl;<20502>;1333;1402
Deutsch-Griffen;<20503>;448;403
Eberstein;<20504>;610;608
Frauenstein;<20534>;1756;1799
Friesach;<20505>;2353;2548
Glödnitz;<20506>;435;393
Gurk;<20508>;592;595
Guttaring;<20509>;771;733
Hüttenberg;<20511>;662;629
Kappel am Krappfeld;<20512>;968;996
Klein St. Paul;<20513>;880;886
Liebenfels;<20515>;1700;1705
Metnitz;<20518>;956;912
Micheldorf;<20519>;489;491
Mölbling;<20520>;688;645
St. Georgen am Längsee;<20523>;1765;1859
St. Veit an der Glan;<20527>;5800;6455
Straßburg;<20530>;969;1017
Weitensfeld im Gurktal;<20531>;1013;1002
Bleiburg;<20801>;2073;2030
Diex;<20802>;417;374
Eberndorf;<20803>;2928;2986
Eisenkappel-Vellach;<20804>;1097;1097
Feistritz ob Bleiburg;<20805>;1111;1080
Gallizien;<20806>;890;893
Globasnitz;<20807>;813;781
Griffen;<20808>;1709;1708
Neuhaus;<20810>;491;525
Ruden;<20812>;757;759
St. Kanzian am Klopeiner See;<20813>;2221;2357
Sittersdorf;<20815>;977;1007
Völkermarkt;<20817>;5360;5617
Bad St. Leonhard im Lavanttal;<20901>;2186;2103
Frantschach-St. Gertraud;<20905>;1230;1242
Lavamünd;<20909>;1447;1382
Preitenegg;<20911>;455;449
Reichenfels;<20912>;863;867
St. Andrä;<20913>;4949;4890
St. Georgen im Lavanttal;<20914>;944;964
St. Paul im Lavanttal;<20918>;1577;1602
Wolfsberg;<20923>;12396;12737
Graz;<60101>;147702;150777
Deutschfeistritz;<60659>;2210;2302
Dobl-Zwaring;<60660>;1889;1894
Eggersdorf bei Graz;<60661>;3601;3592
Feldkirchen bei Graz;<60608>;3605;3656
Fernitz-Mellach;<60662>;2390;2536
Frohnleiten;<60663>;3217;3416
Gössendorf;<60611>;2075;2102
Gratkorn;<60613>;4182;4188
Gratwein-Straßengel;<60664>;6278;6492
Hart bei Graz;<60617>;2670;2766
Haselsdorf-Tobelbad;<60618>;807;800
Hausmannstätten;<60619>;1862;1921
Hitzendorf;<60665>;3659;3677
Kainbach bei Graz;<60623>;1472;1366
Kalsdorf bei Graz;<60624>;4137;4171
Kumberg;<60626>;1958;2002
Laßnitzhöhe;<60628>;1348;1482
Lieboch;<60629>;2648;2856
Nestelbach bei Graz;<60666>;1352;1414
Peggau;<60632>;1207;1207
Raaba-Grambach;<60667>;2406;2542
Sankt Bartholomä;<60639>;738;751
Sankt Marein bei Graz;<60668>;1862;1887
Sankt Oswald bei Plankenwarth;<60641>;622;648
Sankt Radegund bei Graz;<60642>;1068;1094
Seiersberg-Pirka;<60669>;5937;6175
Semriach;<60645>;1626;1583
Stattegg;<60646>;1469;1550
Stiwoll;<60647>;342;365
Thal;<60648>;1206;1249
Übelbach;<60651>;1065;1028
Unterpremstätten-Zettling;<60670>;3478;3384
Vasoldsberg;<60653>;2376;2389
Weinitzen;<60654>;1357;1355
Werndorf;<60655>;1370;1398
Wundschuh;<60656>;848;833
Admont;<61253>;2404;2587
Aich;<61254>;643;663
Aigen im Ennstal;<61203>;1349;1347
Altaussee;<61204>;911;954
Altenmarkt bei Sankt Gallen;<61205>;384;410
Ardning;<61206>;602;681
Bad Aussee;<61207>;2379;2637
Bad Mitterndorf;<61255>;2471;2475
Gaishorn am See;<61256>;664;692
Gröbming;<61213>;1506;1638
Grundlsee;<61215>;552;604
Haus;<61217>;1208;1221
Irdning-Donnersbachtal;<61257>;2026;2116
Landl;<61258>;1288;1269
Lassing;<61222>;836;862
Liezen;<61259>;3955;4296
Michaelerberg-Pruggern;<61260>;631;596
Mitterberg-Sankt Martin;<61261>;978;968
Öblarn;<61262>;972;994
Ramsau am Dachstein;<61236>;1410;1507
Rottenmann;<61263>;2543;2575
Sankt Gallen;<61264>;893;908
Schladming;<61265>;3153;3400
Selzthal;<61243>;774;728
Sölk;<61266>;745;730
Stainach-Pürgg;<61267>;1311;1462
Trieben;<61247>;1615;1697
Wildalpen;<61251>;224;213
Wörschach;<61252>;584;590
Eisenerz;<61101>;1663;1838
Kalwang;<61105>;449;537
Kammern im Liesingtal;<61106>;817;860
Kraubath an der Mur;<61107>;661;693
Leoben;<61108>;12759;12381
Mautern in Steiermark;<61109>;834;861
Niklasdorf;<61110>;1126;1205
Proleb;<61111>;743;842
Radmer;<61112>;250;248
Sankt Michael in Obersteiermark;<61113>;1539;1577
Sankt Peter-Freienstein;<61114>;1160;1169
Sankt Stefan ob Leoben;<61115>;908;915
Traboch;<61116>;691;722
Trofaiach;<61120>;5327;5676
Vordernberg;<61118>;488;465
Wald am Schoberpaß;<61119>;266;274
Aflenz ;<62138>;1205;1226
Breitenau am Hochlantsch;<62105>;817;780
Bruck an der Mur;<62139>;7716;8254
Kapfenberg;<62140>;10926;11256
Kindberg;<62141>;4045;4138
Krieglach;<62115>;2626;2777
Langenwang;<62116>;1910;1962
Mariazell;<62142>;1778;1940
Mürzzuschlag;<62143>;3902;4145
Neuberg an der Mürz;<62144>;1190;1144
Pernegg an der Mur;<62125>;1245;1303
Sankt Barbara im Mürztal;<62145>;3182;3336
Sankt Lorenzen im Mürztal;<62128>;1876;1908
Sankt Marein im Mürztal;<62146>;1406;1410
Spital am Semmering;<62131>;876;907
Stanz im Mürztal;<62132>;925;882
Thörl;<62147>;1090;1110
Tragöß-Sankt Katharein;<62148>;882;903
Turnau;<62135>;759;797
Albersdorf-Prebuch;<61701>;1131;1164
Anger;<61756>;2020;2009
Birkfeld;<61757>;2462;2522
Fischbach;<61708>;780;731
Fladnitz an der Teichalm;<61758>;910;893
Floing;<61710>;605;615
Gasen;<61711>;435;426
Gersdorf an der Feistritz;<61759>;883;871
Gleisdorf;<61760>;5521;5841
Gutenberg;<61761>;824;812
Hofstätten an der Raab;<61719>;1189;1191
Ilztal;<61762>;1089;1098
Ludersdorf-Wilfersdorf;<61727>;1269;1274
Markt Hartmannsdorf;<61716>;1473;1493
Miesenbach bei Birkfeld;<61728>;336;325
Mitterdorf an der Raab;<61729>;1081;1075
Mortantsch;<61730>;1134;1134
Naas;<61731>;680;679
Passail;<61763>;2242;2175
Pischelsdorf am Kulm;<61764>;1857;1892
Puch bei Weiz;<61740>;1044;998
Ratten;<61741>;547;546
Rettenegg;<61743>;354;335
St. Kathrein am Hauenstein;<61744>;331;296
Sankt Kathrein am Offenegg;<61745>;564;498
St. Margarethen an der Raab;<61746>;2109;2103
Sankt Ruprecht an der Raab;<61765>;2835;2838
Sinabelkirchen;<61748>;2287;2200
Strallegg;<61750>;967;936
Thannhausen;<61751>;1219;1273
Weiz;<61766>;5833;6119
Bad Blumau;<62202>;813;824
Bad Waltersdorf;<62264>;1959;1938
Buch-St. Magdalena;<62205>;1110;1073
Burgau;<62206>;529;554
Dechantskirchen;<62265>;1008;997
Ebersdorf;<62209>;641;641
Feistritztal;<62266>;1201;1179
Friedberg;<62211>;1300;1343
Fürstenfeld;<62267>;4216;4632
Grafendorf bei Hartberg;<62268>;1638;1597
Greinbach;<62214>;958;913
Großsteinbach;<62216>;661;645
Großwilfersdorf;<62269>;1056;1081
Hartberg;<62219>;3159;3605
Hartberg Umgebung;<62220>;1157;1080
Hartl;<62270>;1063;1060
Ilz;<62271>;1871;1883
Kaindorf;<62272>;1518;1504
Lafnitz;<62226>;791;696
Bad Loipersdorf;<62273>;927;904
Neudau;<62274>;759;777
Ottendorf an der Rittschein;<62232>;794;802
Pinggau;<62233>;1605;1523
Pöllau;<62275>;2951;3007
Pöllauberg;<62235>;1020;991
Rohr bei Hartberg;<62276>;712;703
Rohrbach an der Lafnitz;<62277>;1320;1320
Sankt Jakob im Walde;<62242>;520;488
Sankt Johann in der Haide;<62244>;1094;1157
Sankt Lorenzen am Wechsel;<62245>;725;695
Schäffern;<62247>;689;657
Söchau;<62252>;695;773
Stubenberg;<62256>;1094;1150
Vorau;<62278>;2295;2365
Waldbach-Mönichwald;<62279>;701;705
Wenigzell;<62262>;746;657
Bad Gleichenberg;<62375>;2526;2777
Bad Radkersburg;<62376>;1520;1715
Deutsch Goritz;<62377>;894;895
Edelsbach bei Feldbach;<62311>;663;683
Eichkögl;<62314>;708;677
Fehring;<62378>;3577;3668
Feldbach;<62379>;6506;6915
Gnas;<62380>;3016;2964
Halbenrain;<62326>;826;850
Jagerberg;<62330>;826;803
Kapfenstein;<62332>;753;775
Kirchbach in der Steiermark;<62381>;1621;1582
Kirchberg an der Raab;<62382>;2296;2292
Klöch;<62335>;592;566
Mettersdorf am Saßbach;<62343>;679;654
Mureck;<62383>;1764;1730
Paldau;<62384>;1536;1600
Pirching am Traubenberg;<62385>;1269;1288
Riegersburg;<62386>;2538;2503
Sankt Anna am Aigen;<62387>;1200;1181
Sankt Peter am Ottersbach;<62388>;1478;1435
Sankt Stefan im Rosental;<62389>;1925;1887
Straden;<62390>;1760;1710
Tieschen;<62368>;626;601
Unterlamm;<62372>;615;627
Bad Schwanberg;<60349>;2221;2251
Deutschlandsberg;<60344>;5684;6037
Eibiswald;<60345>;3195;3114
Frauental an der Laßnitz;<60305>;1554;1581
Groß Sankt Florian;<60346>;2039;2053
Lannach;<60318>;1833;1816
Pölfing-Brunn;<60323>;783;808
Preding;<60324>;941;959
Sankt Josef (Weststeiermark);<60326>;847;867
Sankt Martin im Sulmtal;<60347>;1520;1504
Sankt Peter im Sulmtal;<60329>;649;625
Sankt Stefan ob Stainz;<60348>;1820;1802
Stainz;<60350>;4212;4463
Wettmannstätten;<60341>;834;826
Wies;<60351>;2160;2123
Allerheiligen bei Wildon;<61001>;768;829
Arnfels;<61002>;481;493
Ehrenhausen an der Weinstraße;<61049>;1212;1241
Empersdorf;<61007>;748;664
Gabersdorf;<61008>;645;649
Gamlitz;<61050>;1616;1596
Gleinstätten;<61051>;1350;1456
Gralla;<61012>;1388;1466
Großklein;<61013>;1131;1116
Heiligenkreuz am Waasen;<61052>;1454;1434
Heimschuh;<61016>;969;1019
Hengsberg;<61017>;761;732
Kitzeck im Sausal;<61019>;589;585
Lang;<61020>;700;672
Lebring-Sankt Margarethen;<61021>;1094;1152
Leibnitz;<61053>;6351;6663
Leutschach an der Weinstraße;<61054>;1785;1758
Oberhaag;<61024>;1091;988
Ragnitz;<61027>;788;772
Sankt Andrä-Höch;<61030>;885;828
Sankt Georgen an der Stiefing;<61055>;784;807
Sankt Johann im Saggautal;<61032>;1014;970
Sankt Nikolai im Sausal;<61033>;1160;1150
Sankt Veit in der Südsteiermark;<61060>;2284;2205
Schwarzautal;<61057>;1151;1181
Straß in Steiermark;<61061>;3223;3183
Tillmitsch;<61043>;1855;1892
Wagna;<61045>;3140;3335
Wildon;<61059>;2802;2936
Bärnbach;<61626>;2825;2950
Edelschrott;<61627>;838;796
Geistthal-Södingberg;<61628>;727;730
Hirschegg-Pack;<61629>;499;507
Kainach bei Voitsberg;<61630>;787;802
Köflach;<61631>;4631;5008
Krottendorf-Gaisfeld;<61611>;1270;1203
Ligist;<61612>;1581;1664
Maria Lankowitz;<61632>;1340;1410
Mooskirchen;<61615>;1073;1121
Rosental an der Kainach;<61618>;818;848
Sankt Martin am Wöllmißberg;<61621>;407;401
Söding-Sankt Johann;<61633>;2087;2185
Stallhofen;<61624>;1581;1612
Voitsberg;<61625>;4586;4952
Krakau;<61437>;703;662
Mühlen;<61410>;454;414
Murau;<61438>;1614;1834
Neumarkt in der Steiermark;<61439>;2404;2516
Niederwölz;<61413>;293;308
Oberwölz ;<61440>;1478;1481
Ranten;<61441>;572;553
Sankt Georgen am Kreischberg;<61442>;833;861
Sankt Lambrecht;<61443>;883;944
St. Peter am Kammersberg;<61425>;998;995
Scheifling;<61444>;1064;1094
Schöder;<61428>;448;436
Stadl-Predlitz;<61445>;838;805
Teufenbach-Katsch;<61446>;922;907
Fohnsdorf;<62007>;3613;3953
Gaal;<62008>;654;675
Großlobming;<62039>;904;926
Hohentauern;<62010>;192;190
Judenburg;<62040>;4639;4975
Knittelfeld;<62041>;6331;6450
Kobenz;<62014>;947;1023
Obdach;<62042>;1883;1898
Pöls-Oberkurzheim;<62043>;1426;1442
Pölstal;<62044>;1262;1306
Pusterwald;<62021>;231;202
Sankt Georgen ob Judenburg;<62026>;422;420
Sankt Marein-Feistritz;<62045>;1036;996
Sankt Margarethen bei Knittelfeld;<62046>;1323;1327
Sankt Peter ob Judenburg;<62032>;578;547
Seckau;<62034>;664;663
Spielberg;<62047>;2642;2706
Unzmarkt-Frauenburg;<62036>;610;662
Weißkirchen in Steiermark;<62048>;2382;2443
Zeltweg;<62038>;3603;3511
Altheim;<40401>;2506;2558
Aspach;<40402>;1347;1285
Auerbach;<40403>;407;407
Braunau am Inn;<40404>;8811;8761
Burgkirchen;<40405>;1421;1359
Eggelsberg;<40406>;1410;1372
Feldkirchen bei Mattighofen;<40407>;1057;1091
Franking;<40408>;504;530
Geretsberg;<40409>;588;581
Gilgenberg am Weilhart;<40410>;674;681
Haigermoos;<40411>;327;304
Handenberg;<40412>;680;657
Helpfau-Uttendorf;<40413>;2024;1873
Hochburg-Ach;<40414>;1730;1673
Höhnhart;<40415>;763;731
Jeging;<40416>;392;403
Kirchberg bei Mattighofen;<40417>;627;619
Lengau;<40418>;2550;2530
Lochen am See;<40419>;1481;1487
Maria Schmolln;<40420>;724;738
Mattighofen;<40421>;3675;3723
Mauerkirchen;<40422>;1346;1380
Mining;<40423>;644;655
Moosbach;<40424>;586;551
Moosdorf;<40425>;874;897
Munderfing;<40426>;1533;1508
Neukirchen an der Enknach;<40427>;1172;1143
Ostermiething;<40428>;1682;1743
Palting;<40429>;589;593
Perwang am Grabensee;<40430>;581;537
Pfaffstätt;<40431>;668;587
Pischelsdorf am Engelbach;<40432>;906;847
Polling im Innkreis;<40433>;498;504
Roßbach;<40434>;444;447
St. Georgen am Fillmannsbach;<40435>;231;220
St. Johann am Walde;<40436>;1033;1015
St. Pantaleon;<40437>;1631;1600
St. Peter am Hart;<40438>;1236;1259
St. Radegund;<40439>;333;324
St. Veit im Innkreis;<40440>;206;192
Schalchen;<40441>;2102;2024
Schwand im Innkreis;<40442>;538;510
Tarsdorf;<40443>;1084;1046
Treubach;<40444>;383;360
Überackern;<40445>;360;334
Weng im Innkreis;<40446>;742;704
Aistersheim;<40801>;491;486
Bad Schallerbach;<40802>;2184;2277
Eschenau im Hausruckkreis;<40804>;555;505
Gallspach;<40805>;1449;1390
Gaspoltshofen;<40806>;1794;1804
Geboltskirchen;<40807>;739;729
Grieskirchen;<40808>;2410;2694
Haag am Hausruck;<40809>;1133;1133
Heiligenberg;<40810>;352;365
Hofkirchen an der Trattnach;<40811>;885;843
Kallham;<40812>;1249;1234
Kematen am Innbach;<40813>;730;699
Meggenhofen;<40814>;796;770
Michaelnbach;<40815>;678;623
Natternbach;<40816>;1151;1130
Neukirchen am Walde;<40817>;813;834
Neumarkt im Hausruckkreis;<40818>;760;774
Peuerbach;<40835>;2348;2349
Pollham;<40821>;513;491
Pötting;<40820>;277;289
Pram;<40822>;882;893
Rottenbach;<40823>;569;563
St. Agatha;<40824>;1111;1042
St. Georgen bei Grieskirchen;<40825>;660;680
St. Thomas;<40826>;296;275
Schlüßlberg;<40827>;1535;1546
Steegen;<40828>;562;540
Taufkirchen an der Trattnach;<40829>;973;985
Tollet;<40830>;465;471
Waizenkirchen;<40831>;1889;1914
Wallern an der Trattnach;<40832>;1548;1596
Weibern;<40833>;846;848
Wendling;<40834>;455;433
Andrichsfurt;<41201>;389;385
Antiesenhofen;<41202>;545;545
Aurolzmünster;<41203>;1558;1643
Eberschwang;<41204>;1737;1738
Eitzing;<41205>;453;450
Geiersberg;<41206>;243;255
Geinberg;<41207>;719;735
Gurten;<41208>;613;597
Hohenzell;<41209>;1181;1145
Kirchdorf am Inn;<41210>;334;326
Kirchheim im Innkreis;<41211>;411;391
Lambrechten;<41212>;659;626
Lohnsburg am Kobernaußerwald;<41213>;1098;1111
Mehrnbach;<41214>;1190;1189
Mettmach;<41215>;1220;1200
Mörschwang;<41216>;173;162
Mühlheim am Inn;<41217>;338;347
Neuhofen im Innkreis;<41218>;1244;1268
Obernberg am Inn;<41219>;849;854
Ort im Innkreis;<41220>;714;651
Pattigham;<41221>;548;537
Peterskirchen;<41222>;335;332
Pramet;<41223>;522;500
Reichersberg;<41224>;828;791
Ried im Innkreis;<41225>;6126;6356
St. Georgen bei Obernberg am Inn;<41226>;294;262
St. Marienkirchen am Hausruck;<41227>;453;450
St. Martin im Innkreis;<41228>;1100;1087
Schildorn;<41229>;620;615
Senftenbach;<41230>;402;381
Taiskirchen im Innkreis;<41231>;1218;1193
Tumeltsham;<41232>;792;801
Utzenaich;<41233>;834;820
Waldzell;<41234>;1180;1120
Weilbach;<41235>;308;303
Wippenham;<41236>;280;275
Altschwendt;<41401>;348;366
Andorf;<41402>;2593;2583
Brunnenthal;<41403>;1041;1030
Diersbach;<41404>;786;746
Dorf an der Pram;<41405>;533;568
Eggerding;<41406>;697;689
Engelhartszell;<41407>;472;468
Enzenkirchen;<41408>;930;877
Esternberg;<41409>;1429;1426
Freinberg;<41410>;722;753
Kopfing im Innkreis;<41411>;997;976
Mayrhof;<41412>;170;155
Münzkirchen;<41413>;1285;1272
Raab;<41414>;1182;1163
Rainbach im Innkreis;<41415>;764;785
Riedau;<41416>;1033;1012
St. Aegidi;<41417>;795;781
St. Florian am Inn;<41418>;1567;1620
St. Marienkirchen bei Schärding;<41419>;1002;999
St. Roman;<41420>;895;889
St. Willibald;<41421>;560;542
Schardenberg;<41423>;1242;1251
Schärding;<41422>;2568;2783
Sigharting;<41424>;446;427
Suben;<41425>;947;637
Taufkirchen an der Pram;<41426>;1470;1450
Vichtenstein;<41427>;308;315
Waldkirchen am Wesen;<41428>;598;558
Wernstein am Inn;<41429>;791;758
Zell an der Pram;<41430>;1005;1006
Linz;<40101>;102644;107474
Wels;<40301>;31960;32425
Alkoven;<40501>;3093;3095
Aschach an der Donau;<40502>;1138;1131
Eferding;<40503>;2043;2253
Fraham;<40504>;1307;1250
Haibach ob der Donau;<40505>;669;615
Hartkirchen;<40506>;1969;2038
Hinzenbach;<40507>;1011;1057
Prambachkirchen;<40508>;1522;1459
Pupping;<40509>;904;886
St. Marienkirchen an der Polsenz;<40510>;1210;1139
Scharten;<40511>;1187;1171
Stroheim;<40512>;839;834
Allhaming;<41001>;623;613
Ansfelden;<41002>;9183;8962
Asten;<41003>;3483;3370
Eggendorf im Traunkreis;<41004>;579;575
Enns;<41005>;6065;6111
Hargelsberg;<41006>;714;739
Hofkirchen im Traunkreis;<41008>;1029;1042
Hörsching;<41007>;3364;3284
Kematen an der Krems;<41009>;1543;1550
Kirchberg-Thening;<41010>;1257;1319
Kronstorf;<41011>;1777;1794
Leonding;<41012>;14058;15071
Neuhofen an der Krems;<41014>;3370;3502
Niederneukirchen;<41015>;1061;1060
Oftering;<41016>;1063;1078
Pasching;<41017>;3836;3814
Piberbach;<41018>;953;985
Pucking;<41019>;2128;2068
St. Florian;<41013>;3142;3237
St. Marien;<41020>;2492;2497
Traun;<41021>;12535;12471
Wilhering;<41022>;3044;3000
Alberndorf in der Riedmark;<41601>;2135;2084
Altenberg bei Linz;<41602>;2384;2356
Eidenberg;<41604>;1108;1038
Engerwitzdorf;<41605>;4535;4557
Feldkirchen an der Donau;<41606>;2719;2785
Gallneukirchen;<41607>;3197;3446
Goldwörth;<41608>;396;379
Gramastetten;<41609>;2516;2579
Hellmonsödt;<41611>;1160;1211
Herzogsdorf;<41612>;1407;1318
Kirchschlag bei Linz;<41613>;1121;1103
Lichtenberg;<41614>;1425;1430
Ottensheim;<41617>;2286;2485
Puchenau;<41618>;2216;2436
St. Gotthard im Mühlkreis;<41621>;657;661
Sonnberg im Mühlkreis;<41623>;556;550
Steyregg;<41624>;2635;2472
Walding;<41626>;2115;2228
Aichkirchen;<41801>;331;311
Bachmanning;<41802>;363;359
Bad Wimsbach-Neydharting;<41803>;1308;1242
Buchkirchen;<41804>;2039;2028
Eberstalzell;<41805>;1445;1453
Edt bei Lambach;<41806>;1180;1171
Fischlham;<41807>;660;687
Gunskirchen;<41808>;3296;3236
Holzhausen;<41809>;522;491
Krenglbach;<41810>;1583;1655
Lambach;<41811>;1920;1968
Marchtrenk;<41812>;7390;7213
Neukirchen bei Lambach;<41813>;481;481
Offenhausen;<41814>;887;845
Pennewang;<41815>;507;506
Pichl bei Wels;<41816>;1461;1489
Sattledt;<41817>;1368;1344
Schleißheim;<41818>;687;722
Sipbachzell;<41819>;1132;1131
Stadl-Paura;<41820>;2452;2631
Steinerkirchen an der Traun;<41821>;1256;1220
Steinhaus;<41822>;1275;1327
Thalheim bei Wels;<41823>;2684;2846
Weißkirchen an der Traun;<41824>;1828;1719
Bad Zell;<40627>;1462;1481
Freistadt;<40601>;3975;4205
Grünbach;<40602>;967;905
Gutau;<40603>;1433;1356
Hagenberg im Mühlkreis;<40604>;1484;1429
Hirschbach im Mühlkreis;<40605>;622;586
Kaltenberg;<40606>;320;278
Kefermarkt;<40607>;1109;1071
Königswiesen;<40608>;1575;1532
Lasberg;<40609>;1429;1457
Leopoldschlag;<40610>;513;476
Liebenau;<40611>;841;767
Neumarkt im Mühlkreis;<40612>;1620;1613
Pierbach;<40613>;536;493
Pregarten;<40614>;2769;2802
Rainbach im Mühlkreis;<40615>;1540;1515
Sandl;<40616>;732;652
St. Leonhard bei Freistadt;<40617>;698;649
St. Oswald bei Freistadt;<40618>;1557;1484
Schönau im Mühlkreis;<40619>;996;966
Tragwein;<40620>;1624;1542
Unterweißenbach;<40621>;1092;1064
Unterweitersdorf;<40622>;1135;1080
Waldburg;<40623>;723;711
Wartberg ob der Aist;<40624>;2244;2208
Weitersfelden;<40625>;534;503
Windhaag bei Freistadt;<40626>;830;779
Allerheiligen im Mühlkreis;<41101>;654;605
Arbing;<41102>;802;747
Bad Kreuzen;<41108>;1189;1186
Baumgartenberg;<41103>;902;951
Dimbach;<41104>;517;489
Grein;<41105>;1421;1513
Katsdorf;<41106>;1610;1679
Klam;<41107>;493;472
Langenstein;<41109>;1305;1285
Luftenberg an der Donau;<41110>;2158;2167
Mauthausen;<41111>;2410;2489
Mitterkirchen im Machland;<41112>;906;876
Münzbach;<41113>;967;904
Naarn im Machlande;<41114>;1928;1909
Pabneukirchen;<41115>;849;838
Perg;<41116>;4579;4727
Rechberg;<41117>;519;510
Ried in der Riedmark;<41118>;2215;2152
St. Georgen am Walde;<41119>;991;966
St. Georgen an der Gusen;<41120>;2160;2264
St. Nikola an der Donau;<41121>;437;358
St. Thomas am Blasenstein;<41122>;484;450
Saxen;<41123>;845;841
Schwertberg;<41124>;2686;2736
Waldhausen im Strudengau;<41125>;1433;1420
Windhaag bei Perg;<41126>;786;736
Aigen-Schlägl;<41343>;1593;1632
Altenfelden;<41304>;1189;1087
Arnreit;<41305>;623;562
Atzesberg;<41306>;238;215
Auberg;<41307>;288;306
Haslach an der Mühl;<41309>;1287;1313
Helfenberg;<41345>;821;773
Hofkirchen im Mühlkreis;<41312>;783;766
Hörbich;<41311>;231;193
Julbach;<41313>;793;753
Kirchberg ob der Donau;<41314>;550;528
Klaffer am Hochficht;<41315>;681;663
Kleinzell im Mühlkreis;<41316>;859;861
Kollerschlag;<41317>;800;739
Lembach im Mühlkreis;<41318>;756;769
Lichtenau im Mühlkreis;<41319>;248;234
Nebelberg;<41320>;339;310
Neufelden;<41321>;615;588
Neustift im Mühlkreis;<41329>;734;744
Niederkappel;<41322>;524;467
